Sr. No.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,,
,491873,NAJAFGARH,28.599618,77.065962,LED,1,80,147,80,80,,,,
,491873,NAJAFGARH,28.599695,77.066065,LED,1,80,147,80,80,,,,
,491873,NAJAFGARH,28.599696,77.066068,LED,1,80,147,80,80,,,,
,491873,NAJAFGARH,28.599697,77.066071,LED,1,80,147,80,80,,,,
,491873,NAJAFGARH,28.599886,77.0664,LED,1,80,147,80,80,,,,
,491873,NAJAFGARH,28.59989,77.066413,LED,1,40,147,40,40,,,,
,491873,NAJAFGARH,28.599892,77.06642,LED,1,80,147,80,80,,,,
,491873,NAJAFGARH,28.599892,77.06643,LED,1,80,147,80,80,,,,
,491873,NAJAFGARH,28.600671,77.064943,LED,1,80,147,80,80,,,,
,511193,NAJAFGARH,28.589321,77.083471,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.590149,77.08331,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.590118,77.083317,LED,1,20,145,20,20,,,,
,511193,NAJAFGARH,28.590075,77.083256,LED,1,20,145,20,20,,,,
,511193,NAJAFGARH,28.590023,77.083095,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.590087,77.082848,LED,1,35,145,35,35,,,,
,511193,NAJAFGARH,28.590193,77.08292,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.590203,77.082995,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.590201,77.082886,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589932,77.082965,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589794,77.083034,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589689,77.083174,LED,1,45,145,45,45,,,,
,511193,NAJAFGARH,28.589746,77.083257,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.58981,77.083297,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.589901,77.083416,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.589946,77.083497,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.590034,77.083618,LED,1,72,145,72,72,,,,
,511193,NAJAFGARH,28.590107,77.08353,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.590189,77.08354,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.590099,77.083666,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.590159,77.083899,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.590135,77.084219,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.58999,77.08409,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589903,77.083932,LED,1,35,145,35,35,,,,
,511193,NAJAFGARH,28.589796,77.083845,LED,1,72,145,72,72,,,,
,511193,NAJAFGARH,28.589799,77.083768,LED,1,20,145,20,20,,,,
,511193,NAJAFGARH,28.589746,77.083553,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589702,77.083583,LED,1,35,145,35,35,,,,
,511193,NAJAFGARH,28.589666,77.083611,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589616,77.083422,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589576,77.083343,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.58947,77.083376,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589393,77.083371,LED,1,45,145,45,45,,,,
,511193,NAJAFGARH,28.589467,77.083514,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.589537,77.08362,LED,1,20,145,20,20,,,,
,511193,NAJAFGARH,28.589586,77.08371,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.58949,77.083897,LED,4,140x4,145,140,560,,,,
,511193,NAJAFGARH,28.589502,77.084084,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.589488,77.084155,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.589538,77.084242,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.589487,77.084287,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.589423,77.08414,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.589294,77.084155,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.589274,77.084157,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.589219,77.084324,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.589261,77.08448,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.589347,77.084418,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589379,77.084516,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589357,77.084594,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589393,77.084607,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589451,77.084613,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.589516,77.084677,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.589539,77.084821,LED,1,35,145,35,35,,,,
,511193,NAJAFGARH,28.589486,77.084944,LED,1,45,145,45,45,,,,
,511193,NAJAFGARH,28.589561,77.085056,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589552,77.085236,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.58955,77.085287,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.589434,77.085263,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.589501,77.085133,LED,1,20,145,20,20,,,,
,511193,NAJAFGARH,28.58961,77.085227,LED,1,20,145,20,20,,,,
,511193,NAJAFGARH,28.589615,77.085227,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.589697,77.085204,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.589893,77.085264,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.589917,77.085214,LED,1,15,145,15,15,,,,
,511193,NAJAFGARH,28.589921,77.085207,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589917,77.085196,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589826,77.085183,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589713,77.084931,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589569,77.08489,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.589626,77.084533,LED,1,40,145,40,40,,,,
,511193,NAJAFGARH,28.589682,77.084523,LED,1,45,145,45,45,,,,
,511193,NAJAFGARH,28.589694,77.084516,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.58976,77.084613,LED,1,20,145,20,20,,,,
,511193,NAJAFGARH,28.589782,77.084696,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589846,77.084735,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589915,77.084757,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.590009,77.08488,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589949,77.084779,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.590074,77.084508,LED,1,80,145,80,80,,,,
,511193,NAJAFGARH,28.589973,77.084418,LED,1,45,145,45,45,,,,
,511193,NAJAFGARH,28.589944,77.084384,LED,1,35,145,35,35,,,,
,511193,NAJAFGARH,28.589913,77.084371,LED,1,35,145,35,35,,,,
,511239,NAJAFGARH,28.589683,77.071646,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.58947,77.071613,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589099,77.071649,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589027,77.071663,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588659,77.071653,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588357,77.071619,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588307,77.071143,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588372,77.070896,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588358,77.070119,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588458,77.069807,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588149,77.071447,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588543,77.071199,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588987,77.071168,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589221,77.071112,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589381,77.071268,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589571,77.071674,LED,1,72,145,72,72,,,,
,511239,NAJAFGARH,28.589875,77.07177,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589374,77.071187,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589054,77.071374,LED,2,80x2,145,80,160,,,,
,511239,NAJAFGARH,28.588978,77.070865,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588973,77.070742,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.590473,77.071821,LED,4,140x4,145,140,560,,,,
,511239,NAJAFGARH,28.590639,77.072166,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.590241,77.072073,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589998,77.072095,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589968,77.072108,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589714,77.072063,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589448,77.072111,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589322,77.072161,LED,1,40,145,40,40,,,,
,511239,NAJAFGARH,28.58878,77.072153,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588784,77.072146,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.58883,77.072296,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588651,77.072414,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588288,77.071877,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588271,77.071686,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588396,77.071587,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588558,77.071541,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589536,77.071723,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589623,77.071694,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589387,77.071744,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589179,77.071825,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588978,77.071865,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588587,77.07184,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588346,77.071828,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588258,77.072265,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588492,77.072402,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588477,77.07236,LED,1,40,145,40,40,,,,
,511239,NAJAFGARH,28.588926,77.072367,LED,1,40,145,40,40,,,,
,511239,NAJAFGARH,28.589141,77.072308,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589537,77.072322,LED,2,"40x1,72x1",145,"40x1,72x1",112,,,,
,511239,NAJAFGARH,28.589762,77.072375,LED,1,72,145,72,72,,,,
,511239,NAJAFGARH,28.589966,77.072416,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.590031,77.072384,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.590257,77.073152,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.590012,77.073106,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589627,77.072957,LED,1,72,145,72,72,,,,
,511239,NAJAFGARH,28.589283,77.072871,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589025,77.073162,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.5889,77.073408,LED,1,35,145,35,35,,,,
,511239,NAJAFGARH,28.589219,77.073202,LED,1,35,145,35,35,,,,
,511239,NAJAFGARH,28.58918,77.073397,LED,1,35,145,35,35,,,,
,511239,NAJAFGARH,28.589147,77.073608,LED,1,72,145,72,72,,,,
,511239,NAJAFGARH,28.589739,77.072728,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589353,77.072737,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589037,77.072731,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588921,77.072746,LED,2,80x2,145,80,160,,,,
,511239,NAJAFGARH,28.588755,77.073232,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588609,77.072734,LED,2,80x2,145,80,160,,,,
,511239,NAJAFGARH,28.588408,77.072715,LED,1,72,145,72,72,,,,
,511239,NAJAFGARH,28.588165,77.072718,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588263,77.072673,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588277,77.072528,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.58828,77.072526,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.588714,77.072522,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.58884,77.072503,LED,1,72,145,72,72,,,,
,511239,NAJAFGARH,28.588995,77.072508,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589234,77.072529,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589475,77.072562,LED,1,80,145,80,80,,,,
,511239,NAJAFGARH,28.589745,77.07254,LED,1,80,145,80,80,,,,
,512702,NAJAFGARH,28.588158,77.088853,LED,2,80x2,146,80,160,,,,
,512702,NAJAFGARH,28.5881,77.089083,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.587752,77.089096,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.587559,77.089038,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588095,77.089537,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.587912,77.089402,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.587878,77.089516,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.587892,77.089989,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.587753,77.089476,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.587744,77.089374,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588055,77.089823,LED,1,70,146,70,70,,,,
,512702,NAJAFGARH,28.588072,77.089934,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588103,77.089986,LED,1,70,146,70,70,,,,
,512702,NAJAFGARH,28.588215,77.089831,LED,2,80x2,146,80,160,,,,
,512702,NAJAFGARH,28.588283,77.0896,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588262,77.090033,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588467,77.09013,LED,2,"40X1,80X1",146,"40X1,80X1",120,,,,
,512702,NAJAFGARH,28.588409,77.089915,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588724,77.090072,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.58805,77.090192,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588025,77.090403,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588057,77.090623,LED,1,70,146,70,70,,,,
,512702,NAJAFGARH,28.588031,77.090868,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588003,77.091264,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588031,77.091735,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.587996,77.091952,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588008,77.092261,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588206,77.092069,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588341,77.092056,LED,1,70,146,70,70,,,,
,512702,NAJAFGARH,28.588541,77.09205,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.58809,77.092279,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588227,77.092295,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588365,77.092324,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588588,77.092317,LED,1,40,146,40,40,,,,
,512702,NAJAFGARH,28.58888,77.092358,LED,2,"40X1,80X1",146,"40X1,80X1",120,,,,
,512702,NAJAFGARH,28.589043,77.092344,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.589089,77.092316,LED,1,18,146,18,18,,,,
,512702,NAJAFGARH,28.589229,77.09241,LED,1,80,146,80,80,,,,
,512702,NAJAFGARH,28.588231,77.091845,LED,1,80,146,80,80,,,,
,491832,NAJAFGARH,28.58825,77.086807,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588236,77.086804,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588216,77.086655,LED,1,70,130,70,70,,,,
,491832,NAJAFGARH,28.58822,77.086456,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588374,77.086425,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588538,77.086406,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588684,77.086398,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588816,77.086391,LED,4,140x4,130,140,560,,,,
,491832,NAJAFGARH,28.589182,77.086399,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589391,77.086392,LED,2,40x2,130,40,80,,,,
,491832,NAJAFGARH,28.589548,77.08641,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589727,77.086439,LED,1,70,130,70,70,,,,
,491832,NAJAFGARH,28.589723,77.08666,LED,1,70,130,70,70,,,,
,491832,NAJAFGARH,28.589467,77.086603,LED,1,70,130,70,70,,,,
,491832,NAJAFGARH,28.589142,77.086607,LED,1,70,130,70,70,,,,
,491832,NAJAFGARH,28.58882,77.086607,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588812,77.086619,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.58879,77.086695,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588697,77.086721,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588631,77.086747,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.5886,77.08659,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588586,77.086505,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.5887,77.086481,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588804,77.086482,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.5888,77.08656,LED,1,70,130,70,70,,,,
,491832,NAJAFGARH,28.588689,77.086798,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588609,77.086828,LED,1,40,130,40,40,,,,
,491832,NAJAFGARH,28.588462,77.086832,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589011,77.086912,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589183,77.086887,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589426,77.086872,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589693,77.086898,LED,1,40,130,40,40,,,,
,491832,NAJAFGARH,28.589748,77.087092,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589708,77.08741,LED,2,80x2,130,80,160,,,,
,491832,NAJAFGARH,28.589726,77.087683,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589715,77.088004,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589464,77.088007,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589473,77.087673,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589488,77.087339,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589232,77.087277,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589211,77.087083,LED,4,140x4,130,140,560,,,,
,491832,NAJAFGARH,28.589158,77.0871,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589068,77.087072,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588979,77.087276,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588932,77.087657,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589002,77.087588,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589007,77.087484,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589007,77.08741,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589023,77.087409,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589098,77.087482,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589194,77.087477,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589217,77.08757,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589213,77.087641,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.5891,77.087659,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589315,77.08786,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.58925,77.087913,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589165,77.087918,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589055,77.087923,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589041,77.08783,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.58902,77.087702,LED,4,140x4,130,140,560,,,,
,491832,NAJAFGARH,28.589201,77.087717,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589377,77.087852,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589407,77.087778,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589345,77.087664,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589412,77.087636,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.58944,77.087539,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.589419,77.087427,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588917,77.087833,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588953,77.088013,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589196,77.088048,LED,1,70,130,70,70,,,,
,491832,NAJAFGARH,28.588733,77.087896,LED,1,70,130,70,70,,,,
,491832,NAJAFGARH,28.588564,77.087855,LED,1,45,130,45,45,,,,
,491832,NAJAFGARH,28.588568,77.087615,LED,1,70,130,70,70,,,,
,491832,NAJAFGARH,28.588589,77.087413,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588622,77.087453,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588744,77.087476,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588837,77.087475,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588883,77.087371,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.58872,77.087345,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588626,77.087342,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588733,77.087316,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588517,77.08735,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588462,77.08733,LED,1,20,130,20,20,,,,
,491832,NAJAFGARH,28.58837,77.087325,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588276,77.087308,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588237,77.087386,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588267,77.087411,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588373,77.087432,LED,1,35,130,35,35,,,,
,491832,NAJAFGARH,28.588451,77.087436,LED,1,40,130,40,40,,,,
,491832,NAJAFGARH,28.588515,77.087274,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588503,77.087029,LED,1,45,130,45,45,,,,
,491832,NAJAFGARH,28.588404,77.087465,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588484,77.088074,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588482,77.088353,LED,2,"80x1,70x1",130,"80x1,70x1",150,,,,
,491832,NAJAFGARH,28.588511,77.088596,LED,1,40,130,40,40,,,,
,491832,NAJAFGARH,28.588707,77.08844,LED,2,80x2,130,80,160,,,,
,491832,NAJAFGARH,28.588902,77.088424,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588953,77.088184,LED,2,70x2,130,70,140,,,,
,491832,NAJAFGARH,28.589174,77.088417,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589421,77.088468,LED,1,40,130,40,40,,,,
,491832,NAJAFGARH,28.58942,77.088213,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589422,77.088849,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589202,77.088836,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589179,77.089087,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.589116,77.088871,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588859,77.088872,LED,1,80,130,80,80,,,,
,491832,NAJAFGARH,28.588763,77.088856,LED,2,80x2,130,80,160,,,,
,491815,NAJAFGARH,28.59586,77.086941,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.59595,77.08698,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.59612,77.087078,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.596336,77.087224,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.596101,77.087212,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.596026,77.087343,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.595952,77.087295,LED,1,40,130,40,40,,,,
,491815,NAJAFGARH,28.595851,77.087215,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.59597,77.087197,LED,1,20,130,20,20,,,,
,491815,NAJAFGARH,28.595918,77.087132,LED,1,20,130,20,20,,,,
,491815,NAJAFGARH,28.595855,77.087095,LED,1,20,130,20,20,,,,
,491815,NAJAFGARH,28.595664,77.087093,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.595621,77.087068,LED,1,18,130,18,18,,,,
,491815,NAJAFGARH,28.595729,77.086973,LED,1,40,130,40,40,,,,
,491815,NAJAFGARH,28.59573,77.086782,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.595666,77.08679,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.595556,77.086613,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.595542,77.086547,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.595511,77.086393,LED,1,18,130,18,18,,,,
,491815,NAJAFGARH,28.595645,77.086589,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.595727,77.086451,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.595757,77.08631,LED,1,40,130,40,40,,,,
,491815,NAJAFGARH,28.595721,77.086273,LED,1,18,130,18,18,,,,
,491815,NAJAFGARH,28.595907,77.08687,LED,1,40,130,40,40,,,,
,491815,NAJAFGARH,28.596067,77.086962,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.596156,77.086759,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.596223,77.08654,LED,1,80,130,80,80,,,,
,491815,NAJAFGARH,28.59614,77.086503,LED,1,40,130,40,40,,,,
,491815,NAJAFGARH,28.59604,77.086579,LED,1,15,130,15,15,,,,
,491815,NAJAFGARH,28.596119,77.086411,LED,1,80,130,80,80,,,,
