SR. NO.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,
1,WZ-121-050,WEST,28.653427,77.040584,LED,1,72,121,72,72,,,
2,WZ-121-050,WEST,28.652748,77.040578,LED,1,72,121,72,72,,,
3,WZ-121-050,WEST,28.652744,77.040363,LED,1,72,121,72,72,,CCMS NO,Sum of Connected Load
4,WZ-121-050,WEST,28.652777,77.040356,LED,1,72,121,72,72,,HVDS,56664
5,WZ-121-050,WEST,28.65278,77.040356,LED,1,72,121,72,72,,WS-127-009,8530
6,WZ-121-050,WEST,28.652877,77.040332,LED,2,72X2,121,72,144,,WZ-101-009,8620
7,WZ-121-050,WEST,28.652998,77.040338,LED,1,72,121,72,72,,WZ-104-007,7020
8,WZ-121-050,WEST,28.653027,77.040334,LED,1,72,121,72,72,,WZ-104-008,2119
9,WZ-121-050,WEST,28.653164,77.040327,LED,1,72,121,72,72,,WZ-104-014,3600
10,WZ-121-050,WEST,28.653323,77.040319,LED,1,72,121,72,72,,WZ-105-018,4181
11,WZ-121-050,WEST,28.65342,77.040323,LED,1,72,121,72,72,,WZ-105-021,872
12,WZ-121-050,WEST,28.653403,77.040338,LED,2,72X2,121,72,144,,WZ-105-024,3777
13,WZ-121-050,WEST,28.652411,77.040918,LED,1,72,121,72,72,,WZ-106-018,8611
14,WZ-121-050,WEST,28.652395,77.040903,LED,1,72,121,72,72,,WZ-107-001,6820
15,WZ-121-050,WEST,28.652404,77.040761,LED,1,72,121,72,72,,WZ-107-003,6760
16,WZ-121-050,WEST,28.652384,77.040552,LED,1,72,121,72,72,,WZ-107-004,3686
17,WZ-121-050,WEST,28.652384,77.04036,LED,2,72X2,121,72,144,,WZ-107-008,1323
18,WZ-121-050,WEST,28.652393,77.040173,LED,1,72,121,72,72,,WZ-107-022,8634
19,WZ-121-050,WEST,28.652396,77.040169,LED,1,72,121,72,72,,WZ-107-026,3155
20,WZ-121-050,WEST,28.652395,77.04016,LED,1,72,121,72,72,,WZ-108-021,6053
21,WZ-121-050,WEST,28.652394,77.040084,LED,1,72,121,72,72,,WZ-109-020,10408
22,WZ-121-050,WEST,28.652419,77.039931,LED,1,72,121,72,72,,WZ-109-026,7951
23,WZ-121-050,WEST,28.652408,77.039828,LED,2,72X2,121,72,144,,WZ-109-030,11960
24,WZ-121-050,WEST,28.652395,77.039883,LED,1,72,121,72,72,,WZ-109-035,3461
25,WZ-121-050,WEST,28.652278,77.040286,LED,1,72,121,72,72,,WZ-109-036,11144
26,WZ-121-050,WEST,28.65216,77.040371,LED,1,72,121,72,72,,WZ-109-037,4016
27,WZ-121-050,WEST,28.652162,77.040299,LED,1,72,121,72,72,,WZ-109-038,4763
28,WZ-121-050,WEST,28.652535,77.040114,LED,1,72,121,72,72,,WZ-109-039,6967
29,WZ-121-050,WEST,28.652535,77.040114,LED,1,72,121,72,72,,WZ-109-041,7865
30,WZ-121-050,WEST,28.652527,77.040276,LED,2,72X2,121,72,144,,WZ-109-042,4716
31,WZ-121-050,WEST,28.652538,77.040326,LED,1,72,121,72,72,,WZ-110-017,7210
32,WZ-121-050,WEST,28.652548,77.040463,LED,1,72,121,72,72,,WZ-110-022,4164
33,WZ-121-050,WEST,28.652553,77.04047,LED,1,72,121,72,72,,WZ-112-010,5956
43,WZ-121-050,WEST,28.652607,77.039989,LED,1,72,121,72,72,,WZ-113-002,9632
44,WZ-121-050,WEST,28.6526,77.039973,LED,1,72,121,72,72,,WZ-113-006,5328
45,WZ-121-050,WEST,28.652582,77.039823,LED,1,72,121,72,72,,WZ-113-008,8856
46,WZ-121-050,WEST,28.652929,77.04087,LED,1,72,121,72,72,,WZ-114-002,5160
47,WZ-121-050,WEST,28.65299,77.040865,LED,1,72,121,72,72,,WZ-114-008,6044
48,WZ-121-050,WEST,28.653121,77.040853,LED,1,72,121,72,72,,WZ-114-011,10152
49,WZ-121-050,WEST,28.653267,77.040817,LED,2,72X2,121,72,144,,WZ-114-013,9144
50,WZ-121-050,WEST,28.653289,77.040804,LED,2,72X2,121,72,144,,WZ-115-014,7851
51,WZ-121-050,WEST,28.652741,77.041043,LED,1,72,121,72,72,,WZ-115-025,2402
52,WZ-121-050,WEST,28.652741,77.041155,LED,1,72,121,72,72,,WZ-115-026,2075
53,WZ-121-050,WEST,28.652753,77.041192,LED,1,72,121,72,72,,WZ-116-001,4788
54,WZ-121-050,WEST,28.652714,77.041212,LED,1,72,121,72,72,,WZ-116-008,3684
55,WZ-121-050,WEST,28.652582,77.041239,LED,1,72,121,72,72,,WZ-116-015,4187
56,WZ-121-050,WEST,28.652466,77.041255,LED,1,72,121,72,72,,WZ-116-017,6988
57,WZ-121-050,WEST,28.652401,77.041251,LED,1,72,121,72,72,,WZ-117-006,7513
58,WZ-121-050,WEST,28.652245,77.041233,LED,1,72,121,72,72,,WZ-117-007,11088
59,WZ-121-050,WEST,28.651994,77.041202,LED,1,72,121,72,72,,WZ-117-008,5616
60,WZ-121-050,WEST,28.651991,77.041168,LED,1,72,121,72,72,,WZ-117-009,2142
61,WZ-121-050,WEST,28.651916,77.041047,LED,1,72,121,72,72,,WZ-117-022,2416
62,WZ-121-050,WEST,28.651914,77.041038,LED,2,72X2,121,72,144,,WZ-117-029,5055
63,WZ-121-050,WEST,28.651931,77.040745,LED,1,72,121,72,72,,WZ-117-038,2396
64,WZ-121-050,WEST,28.651927,77.040734,LED,1,72,121,72,72,,WZ-117-040,1638
65,WZ-121-050,WEST,28.651948,77.040582,LED,1,72,121,72,72,,WZ-118-008,3064
66,WZ-121-050,WEST,28.651948,77.040573,LED,1,72,121,72,72,,WZ-118-011,5724
67,WZ-121-050,WEST,28.651933,77.040359,LED,1,72,121,72,72,,WZ-118-013,1512
68,WZ-121-050,WEST,28.651926,77.040159,LED,1,72,121,72,72,,WZ-118-021,6674
69,WZ-121-050,WEST,28.651917,77.04007,LED,2,72X2,121,72,144,,WZ-118-030,2256
70,WZ-121-050,WEST,28.651915,77.039975,LED,1,72,121,72,72,,WZ-118-031,2592
71,WZ-121-050,WEST,28.651915,77.039971,LED,1,72,121,72,72,,WZ-119-005,2592
72,WZ-121-050,WEST,28.651928,77.039831,LED,1,72,121,72,72,,WZ-119-007,3024
73,WZ-121-050,WEST,28.651838,77.039793,LED,1,72,121,72,72,,WZ-119-044,531
74,WZ-121-050,WEST,28.651814,77.039778,LED,2,72X2,121,72,144,,WZ-120-001,6939
75,WZ-121-050,WEST,28.651828,77.039665,LED,1,72,121,72,72,,WZ-120-009,2952
76,WZ-121-050,WEST,28.65184,77.03948,LED,1,72,121,72,72,,WZ-120-011,6768
77,WZ-121-050,WEST,28.651828,77.039384,LED,1,72,121,72,72,,WZ-120-013,6984
78,WZ-121-050,WEST,28.65183,77.039356,LED,1,72,121,72,72,,WZ-120-019,4104
79,WZ-121-050,WEST,28.652073,77.039611,LED,1,72,121,72,72,,WZ-121-002,2376
80,WZ-121-050,WEST,28.65222,77.039606,LED,2,72X2,121,72,144,,WZ-121-009,6340
81,WZ-121-050,WEST,28.652423,77.039605,LED,1,72,121,72,72,,WZ-121-026,6408
82,WZ-121-050,WEST,28.652711,77.041186,LED,1,72,121,72,72,,WZ-121-050,7056
83,WZ-121-050,WEST,28.652907,77.041157,LED,1,72,121,72,72,,WZ-121-063A,3024
84,WZ-121-050,WEST,28.653159,77.041147,LED,1,72,121,72,72,,WZ-121-068,2736
85,WZ-121-050,WEST,28.653377,77.041105,LED,2,72X2,121,72,144,,WZ-121-076,2736
86,WZ-121-050,WEST,28.653539,77.041059,LED,1,72,121,72,72,,WZ-122-001,4824
87,WZ-121-050,WEST,28.653549,77.041062,LED,1,72,121,72,72,,WZ-122-002,3114
88,WZ-121-050,WEST,28.654016,77.040866,LED,2,72X2,121,72,144,,WZ-122-003,6840
89,WZ-121-050,WEST,28.654021,77.040823,LED,1,72,121,72,72,,WZ-122-008,6814
90,WZ-121-050,WEST,28.654033,77.040735,LED,1,72,121,72,72,,WZ-122-009,4104
91,WZ-121-050,WEST,28.654038,77.040565,LED,2,72X2,121,72,144,,WZ-122-032B,5256
92,WZ-121-050,WEST,28.654049,77.040494,LED,1,72,121,72,72,,WZ-122-036C,4896
100,WZ-121-050,WEST,28.653836,77.04057,LED,1,72,121,72,72,,WZ-122-066,5528
1,WZ-121-002,WEST,28.627262,77.059853,LED,2,72X2,121,72,144,,WZ-122-071,6028
2,WZ-121-002,WEST,28.627223,77.059796,LED,1,72,121,72,72,,WZ-122-076,1496
3,WZ-121-002,WEST,28.627228,77.059791,LED,2,72X2,121,72,144,,WZ-122-077,2932
4,WZ-121-002,WEST,28.627232,77.059804,LED,1,72,121,72,72,,WZ-122-079,1944
5,WZ-121-002,WEST,28.627232,77.059805,LED,1,72,121,72,72,,WZ-123-009,3456
6,WZ-121-002,WEST,28.62722,77.059796,LED,1,72,121,72,72,,WZ-124-025,13955
7,WZ-121-002,WEST,28.627222,77.059777,LED,1,72,121,72,72,,WZ-124-029,2520
8,WZ-121-002,WEST,28.627383,77.059748,LED,1,72,121,72,72,,WZ-125-004,5472
9,WZ-121-002,WEST,28.627632,77.059646,LED,2,72X2,121,72,144,,WZ-125-014,12168
10,WZ-121-002,WEST,28.627673,77.059643,LED,2,72X2,121,72,144,,WZ-125-022,3512
11,WZ-121-002,WEST,28.627734,77.0597,LED,1,72,121,72,72,,WZ-126-010,4896
13,WZ-121-002,WEST,28.627914,77.059518,LED,1,72,121,72,72,,WZ-126-014,4320
14,WZ-121-002,WEST,28.628248,77.059439,LED,2,72X2,121,72,144,,WZ-126-030,3024
16,WZ-121-002,WEST,28.628558,77.059337,LED,2,72X2,121,72,144,,WZ-126-034,8784
18,WZ-121-002,WEST,28.628831,77.059254,LED,2,72X2,121,72,144,,WZ-127-005,6816
19,WZ-121-002,WEST,28.629094,77.05917,LED,1,72,121,72,72,,WZ-127-012,4016
20,WZ-121-002,WEST,28.629116,77.059172,LED,1,72,121,72,72,,WZ-127-014,7480
21,WZ-121-002,WEST,28.629379,77.059119,LED,2,72X2,121,72,144,,WZ-127-015,5976
22,WZ-121-002,WEST,28.629463,77.05913,LED,1,72,121,72,72,,WZ-127-016,3528
23,WZ-121-002,WEST,28.629465,77.059118,LED,1,72,121,72,72,,WZ-127-017,6984
24,WZ-121-002,WEST,28.630103,77.058946,LED,1,72,121,72,72,,WZ-127-018,19436
25,WZ-121-002,WEST,28.630105,77.058945,LED,1,72,121,72,72,,WZ-127-019,3312
26,WZ-121-002,WEST,28.62923,77.058955,LED,1,72,121,72,72,,WZ-127-020,8352
27,WZ-121-002,WEST,28.62923,77.058953,LED,1,72,121,72,72,,WZ-127-021,3168
28,WZ-121-002,WEST,28.627163,77.059877,LED,1,72,121,72,72,,WZ-127-022,3672
1,WZ-121-026,WEST,28.643481,77.046316,LED,1,72,121,72,72,,WZ-127-023,3096
2,WZ-121-026,WEST,28.643621,77.046322,LED,1,72,121,72,72,,WZ-127-024,10856
3,WZ-121-026,WEST,28.643797,77.04633,LED,1,72,121,72,72,,WZ-128-001,1890
4,WZ-121-026,WEST,28.644012,77.046355,LED,1,72,121,72,72,,WZ-128-008,5408
5,WZ-121-026,WEST,28.644227,77.046389,LED,1,72,121,72,72,,WZ-128-009,7344
6,WZ-121-026,WEST,28.644481,77.046369,LED,1,72,121,72,72,,WZ-128-011,7090
7,WZ-121-026,WEST,28.644657,77.046366,LED,1,72,121,72,72,,WZ-128-012,8280
8,WZ-121-026,WEST,28.644711,77.04625,LED,1,72,121,72,72,,WZ-128-013,3240
9,WZ-121-026,WEST,28.644724,77.046159,LED,1,72,121,72,72,,WZ-128-015,1140
10,WZ-121-026,WEST,28.644563,77.046106,LED,1,72,121,72,72,,WZ-128-020,5688
11,WZ-121-026,WEST,28.644374,77.046121,LED,1,72,121,72,72,,WZ-128-021,6624
12,WZ-121-026,WEST,28.644164,77.046155,LED,1,72,121,72,72,,WZ-128-022,16416
13,WZ-121-026,WEST,28.643971,77.046107,LED,1,72,121,72,72,,WZ-128-025,4896
14,WZ-121-026,WEST,28.643951,77.046122,LED,2,72X2,121,72,144,,Grand Total,712144
15,WZ-121-026,WEST,28.64395,77.046121,LED,1,72,121,72,72,,,
16,WZ-121-026,WEST,28.643908,77.046107,LED,1,72,121,72,72,,,
17,WZ-121-026,WEST,28.644665,77.046613,LED,1,72,121,72,72,,,
18,WZ-121-026,WEST,28.644503,77.046583,LED,1,72,121,72,72,,,
19,WZ-121-026,WEST,28.644313,77.046555,LED,1,72,121,72,72,,,
20,WZ-121-026,WEST,28.644166,77.046554,LED,1,72,121,72,72,,,
21,WZ-121-026,WEST,28.643905,77.046524,LED,2,72X2,121,72,144,,,
22,WZ-121-026,WEST,28.643734,77.046525,LED,1,72,121,72,72,,,
23,WZ-121-026,WEST,28.643527,77.046445,LED,1,72,121,72,72,,,
24,WZ-121-026,WEST,28.643383,77.046449,LED,1,72,121,72,72,,,
25,WZ-121-026,WEST,28.64326,77.046464,LED,1,72,121,72,72,,,
26,WZ-121-026,WEST,28.643138,77.046444,LED,1,72,121,72,72,,,
27,WZ-121-026,WEST,28.643127,77.046441,LED,2,72X2,121,72,144,,,
28,WZ-121-026,WEST,28.642946,77.046588,LED,1,72,121,72,72,,,
29,WZ-121-026,WEST,28.642882,77.046604,LED,1,72,121,72,72,,,
30,WZ-121-026,WEST,28.642953,77.046659,LED,1,72,121,72,72,,,
31,WZ-121-026,WEST,28.64308,77.046797,LED,1,72,121,72,72,,,
32,WZ-121-026,WEST,28.64296,77.046965,LED,2,72X2,121,72,144,,,
33,WZ-121-026,WEST,28.64296,77.046974,LED,1,72,121,72,72,,,
34,WZ-121-026,WEST,28.642918,77.047111,LED,1,72,121,72,72,,,
35,WZ-121-026,WEST,28.642963,77.047314,LED,1,72,121,72,72,,,
37,WZ-121-026,WEST,28.64299,77.047675,LED,1,72,121,72,72,,,
38,WZ-121-026,WEST,28.642725,77.047725,LED,1,72,121,72,72,,,
39,WZ-121-026,WEST,28.642702,77.047714,LED,1,72,121,72,72,,,
43,WZ-121-026,WEST,28.642679,77.048014,LED,1,72,121,72,72,,,
44,WZ-121-026,WEST,28.642672,77.048202,LED,1,72,121,72,72,,,
45,WZ-121-026,WEST,28.642672,77.048346,LED,1,72,121,72,72,,,
46,WZ-121-026,WEST,28.642676,77.048444,LED,1,72,121,72,72,,,
47,WZ-121-026,WEST,28.642663,77.048714,LED,1,72,121,72,72,,,
48,WZ-121-026,WEST,28.642664,77.048748,LED,1,72,121,72,72,,,
49,WZ-121-026,WEST,28.642477,77.048705,LED,1,72,121,72,72,,,
50,WZ-121-026,WEST,28.642441,77.048464,LED,1,72,121,72,72,,,
51,WZ-121-026,WEST,28.642461,77.048142,LED,2,72X2,121,72,144,,,
52,WZ-121-026,WEST,28.64252,77.047873,LED,1,72,121,72,72,,,
53,WZ-121-026,WEST,28.642506,77.047789,LED,2,72X2,121,72,144,,,
54,WZ-121-026,WEST,28.642474,77.04771,LED,1,72,121,72,72,,,
55,WZ-121-026,WEST,28.642478,77.047712,LED,1,72,121,72,72,,,
56,WZ-121-026,WEST,28.642255,77.047727,LED,1,72,121,72,72,,,
57,WZ-121-026,WEST,28.642276,77.047589,LED,1,72,121,72,72,,,
58,WZ-121-026,WEST,28.642279,77.047694,LED,1,72,121,72,72,,,
59,WZ-121-026,WEST,28.642265,77.047842,LED,1,72,121,72,72,,,
60,WZ-121-026,WEST,28.642288,77.047976,LED,1,72,121,72,72,,,
61,WZ-121-026,WEST,28.642262,77.04812,LED,1,72,121,72,72,,,
62,WZ-121-026,WEST,28.642255,77.048149,LED,1,72,121,72,72,,,
63,WZ-121-026,WEST,28.642294,77.048273,LED,1,72,121,72,72,,,
64,WZ-121-026,WEST,28.642281,77.048311,LED,1,72,121,72,72,,,
65,WZ-121-026,WEST,28.642237,77.04851,LED,1,72,121,72,72,,,
66,WZ-121-026,WEST,28.642259,77.048886,LED,1,72,121,72,72,,,
67,WZ-121-026,WEST,28.642238,77.048902,LED,2,72X2,121,72,144,,,
68,WZ-121-026,WEST,28.642349,77.048917,LED,1,72,121,72,72,,,
69,WZ-121-026,WEST,28.642372,77.048942,LED,1,72,121,72,72,,,
70,WZ-121-026,WEST,28.642427,77.049159,LED,1,72,121,72,72,,,
71,WZ-121-026,WEST,28.642431,77.049335,LED,1,72,121,72,72,,,
72,WZ-121-026,WEST,28.642433,77.049445,LED,1,72,121,72,72,,,
73,WZ-121-026,WEST,28.642417,77.049538,LED,2,72X2,121,72,144,,,
74,WZ-121-026,WEST,28.64242,77.049551,LED,1,72,121,72,72,,,
75,WZ-121-026,WEST,28.642403,77.049661,LED,1,72,121,72,72,,,
76,WZ-121-026,WEST,28.642435,77.049771,LED,1,72,121,72,72,,,
77,WZ-121-026,WEST,28.642428,77.049818,LED,1,72,121,72,72,,,
78,WZ-121-026,WEST,28.642377,77.050024,LED,1,72,121,72,72,,,
79,WZ-121-026,WEST,28.642381,77.050025,LED,1,72,121,72,72,,,
80,WZ-121-026,WEST,28.642533,77.050069,LED,2,72X2,121,72,144,,,
81,WZ-121-026,WEST,28.642644,77.05008,LED,1,72,121,72,72,,,
82,WZ-121-026,WEST,28.642577,77.050072,LED,1,72,121,72,72,,,
83,WZ-121-026,WEST,28.642577,77.050071,LED,1,72,121,72,72,,,
84,WZ-121-026,WEST,28.642646,77.050069,LED,1,72,121,72,72,,,
1,WZ-104-007,WEST,28.671312,77.115211,LED,1,72,104,72,72,,,
2,WZ-104-007,WEST,28.671307,77.115205,LED,1,72,104,72,72,,,
3,WZ-104-007,WEST,28.671304,77.115202,LED,1,72,104,72,72,,,
4,WZ-104-007,WEST,28.671304,77.115202,LED,2,72X2,104,72,144,,,
5,WZ-104-007,WEST,28.671304,77.115201,LED,1,72,104,72,72,,,
6,WZ-104-007,WEST,28.671304,77.115201,LED,1,72,104,72,72,,,
7,WZ-104-007,WEST,28.671304,77.115198,LED,1,72,104,72,72,,,
8,WZ-104-007,WEST,28.671304,77.115198,LED,1,72,104,72,72,,,
9,WZ-104-007,WEST,28.671304,77.115198,LED,1,72,104,72,72,,,
10,WZ-104-007,WEST,28.671302,77.115196,LED,1,72,104,72,72,,,
11,WZ-104-007,WEST,28.671302,77.115196,LED,1,72,104,72,72,,,
12,WZ-104-007,WEST,28.671301,77.115194,LED,1,72,104,72,72,,,
13,WZ-104-007,WEST,28.671301,77.115194,LED,1,72,104,72,72,,,
14,WZ-104-007,WEST,28.671301,77.115192,LED,1,72,104,72,72,,,
15,WZ-104-007,WEST,28.671301,77.115192,LED,1,72,104,72,72,,,
16,WZ-104-007,WEST,28.671299,77.11519,LED,1,72,104,72,72,,,
17,WZ-104-007,WEST,28.671299,77.11519,LED,1,72,104,72,72,,,
18,WZ-104-007,WEST,28.671299,77.11519,LED,1,72,104,72,72,,,
19,WZ-104-007,WEST,28.671297,77.115188,LED,1,72,104,72,72,,,
20,WZ-104-007,WEST,28.671297,77.115188,LED,1,72,104,72,72,,,
21,WZ-104-007,WEST,28.671296,77.115186,LED,4,72X4,104,72,288,,,
22,WZ-104-007,WEST,28.671296,77.115186,LED,1,72,104,72,72,,,
23,WZ-104-007,WEST,28.671295,77.115184,LED,1,72,104,72,72,,,
24,WZ-104-007,WEST,28.671295,77.115184,LED,1,72,104,72,72,,,
25,WZ-104-007,WEST,28.671295,77.115184,LED,1,72,104,72,72,,,
26,WZ-104-007,WEST,28.671296,77.115185,LED,1,72,104,72,72,,,
27,WZ-104-007,WEST,28.671296,77.115185,LED,1,72,104,72,72,,,
28,WZ-104-007,WEST,28.671297,77.115186,LED,1,72,104,72,72,,,
29,WZ-104-007,WEST,28.671297,77.115186,LED,1,72,104,72,72,,,
30,WZ-104-007,WEST,28.671298,77.115186,LED,1,72,104,72,72,,,
31,WZ-104-007,WEST,28.671298,77.115186,LED,1,72,104,72,72,,,
32,WZ-104-007,WEST,28.671298,77.115186,LED,1,72,104,72,72,,,
33,WZ-104-007,WEST,28.671299,77.115187,LED,1,72,104,72,72,,,
34,WZ-104-007,WEST,28.671299,77.115187,LED,1,72,104,72,72,,,
35,WZ-104-007,WEST,28.671299,77.115188,LED,1,72,104,72,72,,,
36,WZ-104-007,WEST,28.671299,77.115188,LED,1,72,104,72,72,,,
37,WZ-104-007,WEST,28.671299,77.115189,LED,1,72,104,72,72,,,
38,WZ-104-007,WEST,28.671299,77.115189,LED,1,72,104,72,72,,,
39,WZ-104-007,WEST,28.671299,77.115192,LED,1,72,104,72,72,,,
40,WZ-104-007,WEST,28.671299,77.115192,LED,5,140X5,104,140,700,,,
41,WZ-104-007,WEST,28.6713,77.115194,LED,1,72,104,72,72,,,
42,WZ-104-007,WEST,28.6713,77.115194,LED,1,72,104,72,72,,,
43,WZ-104-007,WEST,28.6713,77.115194,LED,1,72,104,72,72,,,
44,WZ-104-007,WEST,28.671303,77.115197,LED,1,72,104,72,72,,,
45,WZ-104-007,WEST,28.671303,77.115197,LED,1,72,104,72,72,,,
46,WZ-104-007,WEST,28.671303,77.115198,LED,1,72,104,72,72,,,
47,WZ-104-007,WEST,28.671302,77.115201,LED,1,72,104,72,72,,,
48,WZ-104-007,WEST,28.671302,77.115201,LED,1,72,104,72,72,,,
49,WZ-104-007,WEST,28.671304,77.115204,LED,1,72,104,72,72,,,
50,WZ-104-007,WEST,28.671294,77.115208,LED,1,72,104,72,72,,,
51,WZ-104-007,WEST,28.671294,77.115208,LED,1,72,104,72,72,,,
52,WZ-104-007,WEST,28.671286,77.115207,LED,4,140X4,104,140,560,,,
53,WZ-104-007,WEST,28.671286,77.115207,LED,1,72,104,72,72,,,
54,WZ-104-007,WEST,28.67128,77.115202,LED,1,72,104,72,72,,,
55,WZ-104-007,WEST,28.67128,77.115202,LED,1,72,104,72,72,,,
56,WZ-104-007,WEST,28.67128,77.115202,LED,1,72,104,72,72,,,
57,WZ-104-007,WEST,28.671278,77.115199,LED,1,72,104,72,72,,,
58,WZ-104-007,WEST,28.671278,77.115199,LED,1,72,104,72,72,,,
59,WZ-104-007,WEST,28.671277,77.115199,LED,1,72,104,72,72,,,
60,WZ-104-007,WEST,28.671277,77.115199,LED,1,72,104,72,72,,,
61,WZ-104-007,WEST,28.671276,77.115199,LED,1,72,104,72,72,,,
62,WZ-104-007,WEST,28.671276,77.115199,LED,1,72,104,72,72,,,
63,WZ-104-007,WEST,28.671275,77.115199,LED,1,72,104,72,72,,,
64,WZ-104-007,WEST,28.671275,77.115199,LED,1,72,104,72,72,,,
65,WZ-104-007,WEST,28.671275,77.115199,LED,1,72,104,72,72,,,
66,WZ-104-007,WEST,28.671275,77.115199,LED,2,72X2,104,72,144,,,
67,WZ-104-007,WEST,28.671275,77.1152,LED,1,72,104,72,72,,,
69,WZ-104-007,WEST,28.671275,77.1152,LED,1,72,104,72,72,,,
70,WZ-104-007,WEST,28.671275,77.1152,LED,1,72,104,72,72,,,
71,WZ-104-007,WEST,28.671275,77.1152,LED,1,72,104,72,72,,,
72,WZ-104-007,WEST,28.671277,77.115201,LED,1,72,104,72,72,,,
73,WZ-104-007,WEST,28.671277,77.115201,LED,1,72,104,72,72,,,
74,WZ-104-007,WEST,28.671278,77.115202,LED,1,72,104,72,72,,,
75,WZ-104-007,WEST,28.671278,77.115202,LED,1,72,104,72,72,,,
76,WZ-104-007,WEST,28.671279,77.115204,LED,1,72,104,72,72,,,
77,WZ-104-007,WEST,28.67128,77.115205,LED,1,72,104,72,72,,,
78,WZ-104-007,WEST,28.671281,77.115205,LED,1,72,104,72,72,,,
1,WZ-124-025,WEST,28.639505,77.066627,LED,1,72,124,72,72,,,
2,WZ-124-025,WEST,28.639594,77.067004,LED,1,72,124,72,72,,,
3,WZ-124-025,WEST,28.639741,77.067008,LED,1,72,124,72,72,,,
4,WZ-124-025,WEST,28.639808,77.067009,LED,1,72,124,72,72,,,
5,WZ-124-025,WEST,28.640107,77.06702,LED,1,72,124,72,72,,,
6,WZ-124-025,WEST,28.640191,77.067389,LED,2,72X2,124,72,144,,,
7,WZ-124-025,WEST,28.640076,77.067394,LED,1,72,124,72,72,,,
8,WZ-124-025,WEST,28.640067,77.067394,LED,1,72,124,72,72,,,
9,WZ-124-025,WEST,28.639931,77.067378,LED,1,72,124,72,72,,,
10,WZ-124-025,WEST,28.639966,77.06738,LED,1,72,124,72,72,,,
11,WZ-124-025,WEST,28.639977,77.067384,LED,1,72,124,72,72,,,
12,WZ-124-025,WEST,28.640031,77.067478,LED,1,40,124,40,40,,,
13,WZ-124-025,WEST,28.640033,77.067485,LED,1,40,124,40,40,,,
14,WZ-124-025,WEST,28.640087,77.067493,LED,1,40,124,40,40,,,
15,WZ-124-025,WEST,28.640158,77.067504,LED,1,40,124,40,40,,,
16,WZ-124-025,WEST,28.640158,77.067504,LED,2,40X2,124,40,80,,,
17,WZ-124-025,WEST,28.64017,77.067539,LED,1,40,124,40,40,,,
18,WZ-124-025,WEST,28.640169,77.067571,LED,1,40,124,40,40,,,
19,WZ-124-025,WEST,28.64017,77.067649,LED,1,40,124,40,40,,,
20,WZ-124-025,WEST,28.640157,77.067832,LED,1,40,124,40,40,,,
21,WZ-124-025,WEST,28.640156,77.067832,LED,1,40,124,40,40,,,
22,WZ-124-025,WEST,28.640177,77.067866,LED,2,40X2,124,40,80,,,
23,WZ-124-025,WEST,28.640188,77.067899,LED,1,40,124,40,40,,,
24,WZ-124-025,WEST,28.64005,77.067864,LED,1,40,124,40,40,,,
25,WZ-124-025,WEST,28.640022,77.067847,LED,1,40,124,40,40,,,
26,WZ-124-025,WEST,28.640022,77.067847,LED,1,40,124,40,40,,,
27,WZ-124-025,WEST,28.63997,77.067861,LED,2,40X2,124,40,80,,,
28,WZ-124-025,WEST,28.639904,77.067881,LED,1,40,124,40,40,,,
29,WZ-124-025,WEST,28.639894,77.067872,LED,1,40,124,40,40,,,
30,WZ-124-025,WEST,28.639871,77.067839,LED,1,40,124,40,40,,,
31,WZ-124-025,WEST,28.639876,77.067624,LED,1,40,124,40,40,,,
32,WZ-124-025,WEST,28.639889,77.067551,LED,1,40,124,40,40,,,
33,WZ-124-025,WEST,28.639861,77.067448,LED,2,40X2,124,40,80,,,
34,WZ-124-025,WEST,28.639763,77.067597,LED,1,40,124,40,40,,,
35,WZ-124-025,WEST,28.639749,77.067633,LED,1,40,124,40,40,,,
36,WZ-124-025,WEST,28.639742,77.06772,LED,1,40,124,40,40,,,
37,WZ-124-025,WEST,28.639756,77.067809,LED,1,40,124,40,40,,,
38,WZ-124-025,WEST,28.639723,77.06796,LED,2,40X2,124,40,80,,,
39,WZ-124-025,WEST,28.639751,77.067491,LED,1,40,124,40,40,,,
40,WZ-124-025,WEST,28.639718,77.067489,LED,1,40,124,40,40,,,
41,WZ-124-025,WEST,28.639483,77.067447,LED,1,40,124,40,40,,,
42,WZ-124-025,WEST,28.639492,77.067397,LED,1,40,124,40,40,,,
43,WZ-124-025,WEST,28.639485,77.06737,LED,1,72,124,72,72,,,
44,WZ-124-025,WEST,28.639485,77.067345,LED,1,72,124,72,72,,,
45,WZ-124-025,WEST,28.639497,77.067207,LED,1,72,124,72,72,,,
46,WZ-124-025,WEST,28.63949,77.06717,LED,1,72,124,72,72,,,
47,WZ-124-025,WEST,28.639432,77.067032,LED,1,72,124,72,72,,,
48,WZ-124-025,WEST,28.639426,77.067004,LED,1,72,124,72,72,,,
49,WZ-124-025,WEST,28.639395,77.066981,LED,1,72,124,72,72,,,
50,WZ-124-025,WEST,28.639393,77.06698,LED,1,72,124,72,72,,,
51,WZ-124-025,WEST,28.639359,77.066976,LED,1,70,124,70,70,,,
52,WZ-124-025,WEST,28.639358,77.066978,LED,1,72,124,72,72,,,
