SR. NO.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,
36,WZ-107-001,West,28.649065,77.102466,LED,1,72,107,72,72,,,
37,WZ-107-001,West,28.64909,77.102153,LED,2,140X2,107,140,280,,,
38,WZ-107-001,West,28.649111,77.102054,LED,1,72,107,72,72,,,
39,WZ-107-001,West,28.649088,77.101667,LED,2,72X2,107,72,144,,,
40,WZ-107-001,West,28.649115,77.101236,LED,1,72,107,72,72,,,
41,WZ-107-001,West,28.649115,77.101234,LED,1,72,107,72,72,,,
42,WZ-107-001,West,28.649138,77.100997,LED,1,72,107,72,72,,,
43,WZ-107-001,West,28.648879,77.100935,LED,1,72,107,72,72,,,
44,WZ-107-001,West,28.648879,77.100936,LED,1,72,107,72,72,,,
47,WZ-107-001,West,28.648916,77.101209,LED,1,72,107,72,72,,,
48,WZ-107-001,West,28.648906,77.101873,LED,1,72,107,72,72,,,
49,WZ-107-001,West,28.648787,77.10199,LED,1,72,107,72,72,,,
50,WZ-107-001,West,28.648923,77.101932,LED,1,72,107,72,72,,,
51,WZ-107-001,West,28.64891,77.102332,LED,1,72,107,72,72,,,
52,WZ-107-001,West,28.648939,77.102728,LED,1,72,107,72,72,,,
53,WZ-107-001,West,28.648779,77.102429,LED,1,72,107,72,72,,,
54,WZ-107-001,West,28.648829,77.103026,LED,1,72,107,72,72,,,
57,WZ-107-001,West,28.648843,77.103234,LED,1,72,107,72,72,,,
58,WZ-107-001,West,28.648843,77.103235,LED,1,72,107,72,72,,,
60,WZ-107-001,West,28.648641,77.102472,LED,1,72,107,72,72,,,
61,WZ-107-001,West,28.648639,77.102473,LED,1,72,107,72,72,,,
62,WZ-107-001,West,28.648633,77.101577,LED,1,72,107,72,72,,,
65,WZ-107-001,West,28.648554,77.100894,LED,1,72,107,72,72,,,
66,WZ-107-001,West,28.648529,77.100874,LED,1,72,107,72,72,,,
67,WZ-107-001,West,28.648425,77.101005,LED,1,72,107,72,72,,,
68,WZ-107-001,West,28.64845,77.101121,LED,1,72,107,72,72,,,
70,WZ-107-001,West,28.648453,77.101628,LED,1,72,107,72,72,,,
71,WZ-107-001,West,28.648458,77.102031,LED,1,72,107,72,72,,,
72,WZ-107-001,West,28.648503,77.1022,LED,1,140,107,140,140,,,
75,WZ-107-001,West,28.648388,77.10242,LED,1,72,107,72,72,,,
78,WZ-107-001,West,28.648394,77.102909,LED,1,72,107,72,72,,,
80,WZ-107-001,West,28.64837,77.103098,LED,1,72,107,72,72,,,
81,WZ-107-001,West,28.648374,77.103335,LED,1,72,107,72,72,,,
82,WZ-107-001,West,28.648171,77.103505,LED,1,72,107,72,72,,,
83,WZ-107-001,West,28.648166,77.102903,LED,1,72,107,72,72,,,
84,WZ-107-001,West,28.648164,77.102902,LED,1,72,107,72,72,,,
87,WZ-107-001,West,28.648155,77.102396,LED,1,72,107,72,72,,,
89,WZ-107-001,West,28.648193,77.10184,LED,1,72,107,72,72,,,
91,WZ-107-001,West,28.648163,77.101651,LED,1,72,107,72,72,,,
92,WZ-107-001,West,28.648126,77.101196,LED,1,72,107,72,72,,,
93,WZ-107-001,West,28.648128,77.101185,LED,1,72,107,72,72,,,
95,WZ-107-001,West,28.647817,77.10208,LED,1,72,107,72,72,,,
96,WZ-107-001,West,28.647821,77.102271,LED,1,72,107,72,72,,,
98,WZ-107-001,West,28.64785,77.102832,LED,1,72,107,72,72,,,
99,WZ-107-001,West,28.647804,77.103178,LED,2,72X2,107,72,144,,,
100,WZ-107-001,West,28.648413,77.101696,LED,2,72X2,107,72,144,,,
102,WZ-107-001,West,28.648436,77.101857,LED,2,72X2,107,72,144,,,
2,WZ-112-010,WEST,28.634013,77.115071,LED,1,45,112,45,45,,,
3,WZ-112-010,WEST,28.634009,77.115051,LED,1,72,112,72,72,,,
4,WZ-112-010,WEST,28.633982,77.115452,LED,1,72,112,72,72,,,
5,WZ-112-010,WEST,28.633532,77.115346,LED,1,72,112,72,72,,,
6,WZ-112-010,WEST,28.633457,77.115476,LED,2,140X2,112,140,280,,,
7,WZ-112-010,WEST,28.63351,77.115484,LED,1,40,112,40,40,,,
8,WZ-112-010,WEST,28.633454,77.115616,LED,1,70,112,70,70,,,
9,WZ-112-010,WEST,28.633366,77.1158,LED,1,72,112,72,72,,,
10,WZ-112-010,WEST,28.633412,77.116262,LED,1,72,112,72,72,,,
11,WZ-112-010,WEST,28.633455,77.116645,LED,1,45,112,45,45,,,
12,WZ-112-010,WEST,28.633516,77.117027,LED,1,45,112,45,45,,,
13,WZ-112-010,WEST,28.633568,77.117385,LED,1,45,112,45,45,,,
14,WZ-112-010,WEST,28.633515,77.117879,LED,1,45,112,45,45,,,
15,WZ-112-010,WEST,28.633417,77.118388,LED,1,72,112,72,72,,,
16,WZ-112-010,WEST,28.633377,77.118848,LED,1,72,112,72,72,,,
17,WZ-112-010,WEST,28.633616,77.119124,LED,1,45,112,45,45,,,
18,WZ-112-010,WEST,28.633617,77.11883,LED,2,72X2,112,72,144,,,
19,WZ-112-010,WEST,28.633623,77.118416,LED,1,45,112,45,45,,,
20,WZ-112-010,WEST,28.633657,77.117929,LED,2,"72X1,45X1",112,"72X1,45X1",117,,,
21,WZ-112-010,WEST,28.633668,77.117526,LED,2,"72X1,45X1",112,"72X1,45X1",117,,,
22,WZ-112-010,WEST,28.633808,77.117774,LED,1,72,112,72,72,,,
23,WZ-112-010,WEST,28.633845,77.117902,LED,4,140X4,112,140,560,,,
24,WZ-112-010,WEST,28.633922,77.118046,LED,4,140X4,112,140,560,,,
25,WZ-112-010,WEST,28.633929,77.117839,LED,3,140X3,112,140,420,,,
26,WZ-112-010,WEST,28.633913,77.117637,LED,1,72,112,72,72,,,
27,WZ-112-010,WEST,28.63383,77.117568,LED,1,72,112,72,72,,,
28,WZ-112-010,WEST,28.633827,77.118325,LED,1,72,112,72,72,,,
29,WZ-112-010,WEST,28.633896,77.118316,LED,2,72X2,112,72,144,,,
30,WZ-112-010,WEST,28.633917,77.118301,LED,1,72,112,72,72,,,
31,WZ-112-010,WEST,28.634088,77.11807,LED,1,72,112,72,72,,,
32,WZ-112-010,WEST,28.634085,77.117822,LED,1,72,112,72,72,,,
33,WZ-112-010,WEST,28.63411,77.117617,LED,1,72,112,72,72,,,
34,WZ-112-010,WEST,28.634108,77.117445,LED,1,72,112,72,72,,,
35,WZ-112-010,WEST,28.63411,77.117211,LED,1,72,112,72,72,,,
36,WZ-112-010,WEST,28.633948,77.116914,LED,3,140X3,112,140,420,,,
37,WZ-112-010,WEST,28.633825,77.117416,LED,1,35,112,35,35,,,
38,WZ-112-010,WEST,28.634056,77.117282,LED,1,35,112,35,35,,,
39,WZ-112-010,WEST,28.634052,77.117196,LED,2,140X2,112,140,280,,,
40,WZ-112-010,WEST,28.633903,77.117147,LED,1,45,112,45,45,,,
42,WZ-112-010,WEST,28.633833,77.116755,LED,3,45X3,112,45,135,,,
43,WZ-112-010,WEST,28.633788,77.11697,LED,2,35X2,112,35,70,,,
51,WZ-112-010,WEST,28.6338,77.117486,LED,1,45,112,45,45,,,
52,WZ-112-010,WEST,28.633612,77.117327,LED,1,45,112,45,45,,,
53,WZ-112-010,WEST,28.633589,77.117061,LED,1,72,112,72,72,,,
54,WZ-112-010,WEST,28.633616,77.116924,LED,2,72X2,112,72,144,,,
56,WZ-112-010,WEST,28.633724,77.116635,LED,1,72,112,72,72,,,
57,WZ-112-010,WEST,28.633764,77.116353,LED,2,"72X1,45X1",112,"72X1,45X1",117,,,
58,WZ-112-010,WEST,28.633738,77.116191,LED,1,72,112,72,72,,,
59,WZ-112-010,WEST,28.633738,77.116186,LED,2,"72X1,45X1",112,"72X1,45X1",117,,,
60,WZ-112-010,WEST,28.633743,77.11598,LED,1,72,112,72,72,,,
61,WZ-112-010,WEST,28.63372,77.115916,LED,1,72,112,72,72,,,
62,WZ-112-010,WEST,28.633772,77.115825,LED,1,72,112,72,72,,,
64,WZ-112-010,WEST,28.633836,77.115842,LED,1,45,112,45,45,,,
1,WZ-115-014,WEST,28.633677,77.093535,LED,1,72,115,72,72,,,
2,WZ-115-014,WEST,28.633774,77.093501,LED,1,72,115,72,72,,,
3,WZ-115-014,WEST,28.63377,77.093676,LED,1,72,115,72,72,,,
4,WZ-115-014,WEST,28.633781,77.093763,LED,1,72,115,72,72,,,
5,WZ-115-014,WEST,28.633873,77.094094,LED,1,70,115,70,70,,,
6,WZ-115-014,WEST,28.633875,77.094099,LED,1,70,115,70,70,,,
7,WZ-115-014,WEST,28.633879,77.094145,LED,1,70,115,70,70,,,
8,WZ-115-014,WEST,28.633832,77.094379,LED,1,70,115,70,70,,,
9,WZ-115-014,WEST,28.633809,77.094393,LED,1,70,115,70,70,,,
10,WZ-115-014,WEST,28.633749,77.09444,LED,1,70,115,70,70,,,
11,WZ-115-014,WEST,28.633668,77.094465,LED,1,70,115,70,70,,,
12,WZ-115-014,WEST,28.633628,77.094448,LED,2,45X2,115,45,90,,,
13,WZ-115-014,WEST,28.633597,77.094386,LED,2,45X2,115,45,90,,,
14,WZ-115-014,WEST,28.633566,77.094335,LED,1,45,115,45,45,,,
15,WZ-115-014,WEST,28.633561,77.09428,LED,1,45,115,45,45,,,
16,WZ-115-014,WEST,28.633612,77.094254,LED,1,45,115,45,45,,,
17,WZ-115-014,WEST,28.633643,77.094235,LED,1,45,115,45,45,,,
18,WZ-115-014,WEST,28.633707,77.094195,LED,1,45,115,45,45,,,
19,WZ-115-014,WEST,28.633745,77.094172,LED,1,72,115,72,72,,,
20,WZ-115-014,WEST,28.633819,77.094142,LED,1,72,115,72,72,,,
21,WZ-115-014,WEST,28.633804,77.094078,LED,1,72,115,72,72,,,
22,WZ-115-014,WEST,28.633782,77.093996,LED,1,72,115,72,72,,,
23,WZ-115-014,WEST,28.633725,77.093921,LED,1,72,115,72,72,,,
24,WZ-115-014,WEST,28.633659,77.093935,LED,1,72,115,72,72,,,
25,WZ-115-014,WEST,28.633594,77.094002,LED,1,72,115,72,72,,,
26,WZ-115-014,WEST,28.633514,77.094045,LED,1,70,115,70,70,,,
27,WZ-115-014,WEST,28.633433,77.094081,LED,1,70,115,70,70,,,
28,WZ-115-014,WEST,28.633412,77.094169,LED,2,45X2,115,45,90,,,
29,WZ-115-014,WEST,28.63346,77.094287,LED,1,45,115,45,45,,,
30,WZ-115-014,WEST,28.6335,77.094385,LED,1,70,115,70,70,,,
31,WZ-115-014,WEST,28.63354,77.094485,LED,1,70,115,70,70,,,
32,WZ-115-014,WEST,28.633576,77.094626,LED,1,70,115,70,70,,,
33,WZ-115-014,WEST,28.633689,77.094674,LED,1,70,115,70,70,,,
34,WZ-115-014,WEST,28.633857,77.094694,LED,1,72,115,72,72,,,
35,WZ-115-014,WEST,28.633935,77.094685,LED,1,72,115,72,72,,,
36,WZ-115-014,WEST,28.633965,77.09467,LED,1,72,115,72,72,,,
37,WZ-115-014,WEST,28.634029,77.094637,LED,1,72,115,72,72,,,
38,WZ-115-014,WEST,28.634152,77.094604,LED,1,70,115,70,70,,,
39,WZ-115-014,WEST,28.634195,77.094489,LED,1,70,115,70,70,,,
40,WZ-115-014,WEST,28.63423,77.094434,LED,1,70,115,70,70,,,
41,WZ-115-014,WEST,28.634249,77.094367,LED,1,70,115,70,70,,,
42,WZ-115-014,WEST,28.63417,77.094236,LED,1,72,115,72,72,,,
43,WZ-115-014,WEST,28.634122,77.094231,LED,1,72,115,72,72,,,
44,WZ-115-014,WEST,28.634062,77.094253,LED,1,72,115,72,72,,,
45,WZ-115-014,WEST,28.633979,77.094296,LED,1,72,115,72,72,,,
46,WZ-115-014,WEST,28.633941,77.094333,LED,1,70,115,70,70,,,
47,WZ-115-014,WEST,28.633867,77.094367,LED,1,70,115,70,70,,,
48,WZ-115-014,WEST,28.633796,77.094407,LED,1,70,115,70,70,,,
49,WZ-115-014,WEST,28.633773,77.094424,LED,1,70,115,70,70,,,
50,WZ-115-014,WEST,28.633853,77.094359,LED,1,45,115,45,45,,,
51,WZ-115-014,WEST,28.6339,77.094253,LED,1,45,115,45,45,,,
52,WZ-115-014,WEST,28.633889,77.094227,LED,1,45,115,45,45,,,
53,WZ-115-014,WEST,28.633869,77.094169,LED,1,45,115,45,45,,,
54,WZ-115-014,WEST,28.633834,77.094103,LED,1,70,115,70,70,,,
55,WZ-115-014,WEST,28.633722,77.093839,LED,1,70,115,70,70,,,
56,WZ-115-014,WEST,28.633719,77.093834,LED,2,70X2,115,70,140,,,
57,WZ-115-014,WEST,28.633773,77.093912,LED,2,70X2,115,70,140,,,
58,WZ-115-014,WEST,28.633978,77.094069,LED,2,70X2,115,70,140,,,
59,WZ-115-014,WEST,28.634069,77.094021,LED,1,70,115,70,70,,,
60,WZ-115-014,WEST,28.634121,77.093988,LED,1,72,115,72,72,,,
61,WZ-115-014,WEST,28.634195,77.093945,LED,1,72,115,72,72,,,
62,WZ-115-014,WEST,28.634226,77.09379,LED,1,45,115,45,45,,,
63,WZ-115-014,WEST,28.634206,77.093802,LED,1,45,115,45,45,,,
64,WZ-115-014,WEST,28.634147,77.09383,LED,1,72,115,72,72,,,
65,WZ-115-014,WEST,28.633986,77.093896,LED,1,72,115,72,72,,,
66,WZ-115-014,WEST,28.633969,77.093905,LED,1,72,115,72,72,,,
67,WZ-115-014,WEST,28.633936,77.09393,LED,2,45X2,115,45,90,,,
68,WZ-115-014,WEST,28.63386,77.093971,LED,2,45X2,115,45,90,,,
69,WZ-115-014,WEST,28.633862,77.093804,LED,1,45,115,45,45,,,
70,WZ-115-014,WEST,28.633867,77.093802,LED,1,45,115,45,45,,,
71,WZ-115-014,WEST,28.63392,77.093768,LED,1,70,115,70,70,,,
72,WZ-115-014,WEST,28.634143,77.093658,LED,1,70,115,70,70,,,
73,WZ-115-014,WEST,28.634148,77.093656,LED,1,70,115,70,70,,,
74,WZ-115-014,WEST,28.63422,77.093632,LED,1,70,115,70,70,,,
75,WZ-115-014,WEST,28.634275,77.093596,LED,1,72,115,72,72,,,
76,WZ-115-014,WEST,28.634334,77.093302,LED,1,72,115,72,72,,,
77,WZ-115-014,WEST,28.634202,77.093289,LED,1,72,115,72,72,,,
78,WZ-115-014,WEST,28.634132,77.093325,LED,1,72,115,72,72,,,
79,WZ-115-014,WEST,28.634091,77.093344,LED,1,72,115,72,72,,,
80,WZ-115-014,WEST,28.633974,77.093397,LED,1,70,115,70,70,,,
81,WZ-115-014,WEST,28.6339,77.093428,LED,1,70,115,70,70,,,
82,WZ-115-014,WEST,28.633716,77.093352,LED,1,70,115,70,70,,,
83,WZ-115-014,WEST,28.633697,77.093284,LED,1,70,115,70,70,,,
84,WZ-115-014,WEST,28.633675,77.093216,LED,1,70,115,70,70,,,
85,WZ-115-014,WEST,28.633571,77.092998,LED,1,45,115,45,45,,,
86,WZ-115-014,WEST,28.633543,77.092939,LED,1,45,115,45,45,,,
87,WZ-115-014,WEST,28.633503,77.092819,LED,1,45,115,45,45,,,
88,WZ-115-014,WEST,28.63347,77.092744,LED,1,45,115,45,45,,,
89,WZ-115-014,WEST,28.633398,77.092722,LED,1,45,115,45,45,,,
90,WZ-115-014,WEST,28.633194,77.092784,LED,1,45,115,45,45,,,
91,WZ-115-014,WEST,28.63319,77.092787,LED,1,72,115,72,72,,,
92,WZ-115-014,WEST,28.633189,77.092835,LED,1,72,115,72,72,,,
93,WZ-115-014,WEST,28.633254,77.093027,LED,1,72,115,72,72,,,
94,WZ-115-014,WEST,28.633268,77.093065,LED,1,72,115,72,72,,,
95,WZ-115-014,WEST,28.633269,77.093066,LED,1,70,115,70,70,,,
96,WZ-115-014,WEST,28.633454,77.092974,LED,2,70X2,115,70,140,,,
97,WZ-115-014,WEST,28.633551,77.09305,LED,2,70X2,115,70,140,,,
98,WZ-115-014,WEST,28.633629,77.093088,LED,1,72,115,72,72,,,
99,WZ-115-014,WEST,28.633699,77.093014,LED,1,72,115,72,72,,,
100,WZ-115-014,WEST,28.633813,77.092964,LED,1,72,115,72,72,,,
101,WZ-115-014,WEST,28.633945,77.092883,LED,1,45,115,45,45,,,
102,WZ-115-014,WEST,28.63369,77.093067,LED,2,45X2,115,45,90,,,
103,WZ-115-014,WEST,28.63366,77.093315,LED,2,45X2,115,45,90,,,
104,WZ-115-014,WEST,28.633603,77.093317,LED,2,45X2,115,45,90,,,
105,WZ-115-014,WEST,28.633459,77.093404,LED,1,45,115,45,45,,,
106,WZ-115-014,WEST,28.633382,77.093414,LED,1,45,115,45,45,,,
107,WZ-115-014,WEST,28.633743,77.094675,LED,1,70,115,70,70,,,
108,WZ-115-014,WEST,28.63377,77.094629,LED,1,70,115,70,70,,,
109,WZ-115-014,WEST,28.633778,77.09456,LED,1,72,115,72,72,,,
110,WZ-115-014,WEST,28.633785,77.094445,LED,1,72,115,72,72,,,
111,WZ-115-014,WEST,28.633884,77.094381,LED,1,70,115,70,70,,,
112,WZ-115-014,WEST,28.633926,77.094258,LED,1,70,115,70,70,,,
1,WZ-122-032B,WEST,28.63167,77.021914,LED,1,72,122,72,72,,,
2,WZ-122-032B,WEST,28.631675,77.022355,LED,1,72,122,72,72,,,
3,WZ-122-032B,WEST,28.631867,77.021842,LED,1,72,122,72,72,,,
4,WZ-122-032B,WEST,28.631809,77.02185,LED,1,72,122,72,72,,,
5,WZ-122-032B,WEST,28.631698,77.021861,LED,1,72,122,72,72,,,
6,WZ-122-032B,WEST,28.631684,77.021858,LED,1,72,122,72,72,,,
7,WZ-122-032B,WEST,28.631528,77.021929,LED,1,72,122,72,72,,,
8,WZ-122-032B,WEST,28.631519,77.021988,LED,1,72,122,72,72,,,
9,WZ-122-032B,WEST,28.631517,77.022239,LED,1,72,122,72,72,,,
10,WZ-122-032B,WEST,28.631242,77.021829,LED,1,72,122,72,72,,,
11,WZ-122-032B,WEST,28.631001,77.021804,LED,1,72,122,72,72,,,
12,WZ-122-032B,WEST,28.630886,77.021818,LED,1,72,122,72,72,,,
13,WZ-122-032B,WEST,28.630799,77.021672,LED,1,72,122,72,72,,,
14,WZ-122-032B,WEST,28.630804,77.021492,LED,1,72,122,72,72,,,
15,WZ-122-032B,WEST,28.630806,77.021257,LED,1,72,122,72,72,,,
16,WZ-122-032B,WEST,28.630834,77.021176,LED,1,72,122,72,72,,,
17,WZ-122-032B,WEST,28.630843,77.021084,LED,1,72,122,72,72,,,
18,WZ-122-032B,WEST,28.630845,77.021082,LED,1,72,122,72,72,,,
19,WZ-122-032B,WEST,28.630842,77.020817,LED,1,72,122,72,72,,,
20,WZ-122-032B,WEST,28.630691,77.020505,LED,1,72,122,72,72,,,
21,WZ-122-032B,WEST,28.630659,77.021283,LED,1,72,122,72,72,,,
22,WZ-122-032B,WEST,28.630679,77.021323,LED,1,72,122,72,72,,,
23,WZ-122-032B,WEST,28.630461,77.021575,LED,1,72,122,72,72,,,
24,WZ-122-032B,WEST,28.630373,77.020408,LED,1,72,122,72,72,,,
25,WZ-122-032B,WEST,28.630355,77.020411,LED,1,72,122,72,72,,,
26,WZ-122-032B,WEST,28.630272,77.020498,LED,1,72,122,72,72,,,
27,WZ-122-032B,WEST,28.630277,77.0206,LED,1,72,122,72,72,,,
28,WZ-122-032B,WEST,28.630124,77.020855,LED,1,72,122,72,72,,,
29,WZ-122-032B,WEST,28.630119,77.020917,LED,1,72,122,72,72,,,
30,WZ-122-032B,WEST,28.630195,77.021077,LED,1,72,122,72,72,,,
31,WZ-122-032B,WEST,28.630205,77.021128,LED,1,72,122,72,72,,,
32,WZ-122-032B,WEST,28.630246,77.021307,LED,1,72,122,72,72,,,
33,WZ-122-032B,WEST,28.630175,77.021286,LED,1,72,122,72,72,,,
34,WZ-122-032B,WEST,28.630038,77.021036,LED,1,72,122,72,72,,,
35,WZ-122-032B,WEST,28.630046,77.020957,LED,1,72,122,72,72,,,
36,WZ-122-032B,WEST,28.630052,77.020747,LED,1,72,122,72,72,,,
37,WZ-122-032B,WEST,28.630057,77.020557,LED,1,72,122,72,72,,,
38,WZ-122-032B,WEST,28.630058,77.020462,LED,1,72,122,72,72,,,
39,WZ-122-032B,WEST,28.629881,77.020525,LED,1,72,122,72,72,,,
40,WZ-122-032B,WEST,28.629865,77.020622,LED,1,72,122,72,72,,,
41,WZ-122-032B,WEST,28.629843,77.020705,LED,1,72,122,72,72,,,
42,WZ-122-032B,WEST,28.629849,77.020753,LED,1,72,122,72,72,,,
43,WZ-122-032B,WEST,28.629809,77.020853,LED,1,72,122,72,72,,,
44,WZ-122-032B,WEST,28.630035,77.021292,LED,1,72,122,72,72,,,
45,WZ-122-032B,WEST,28.630059,77.021317,LED,1,72,122,72,72,,,
46,WZ-122-032B,WEST,28.630092,77.021342,LED,1,72,122,72,72,,,
47,WZ-122-032B,WEST,28.63012,77.021367,LED,1,72,122,72,72,,,
48,WZ-122-032B,WEST,28.630153,77.021393,LED,1,72,122,72,72,,,
49,WZ-122-032B,WEST,28.63029,77.021485,LED,1,72,122,72,72,,,
50,WZ-122-032B,WEST,28.630324,77.021509,LED,1,72,122,72,72,,,
51,WZ-122-032B,WEST,28.630369,77.021556,LED,1,72,122,72,72,,,
52,WZ-122-032B,WEST,28.630445,77.021604,LED,1,72,122,72,72,,,
53,WZ-122-032B,WEST,28.630477,77.021638,LED,1,72,122,72,72,,,
54,WZ-122-032B,WEST,28.630601,77.021759,LED,1,72,122,72,72,,,
55,WZ-122-032B,WEST,28.630707,77.021768,LED,1,72,122,72,72,,,
56,WZ-122-032B,WEST,28.630894,77.021779,LED,1,72,122,72,72,,,
57,WZ-122-032B,WEST,28.63108,77.02179,LED,1,72,122,72,72,,,
58,WZ-122-032B,WEST,28.631083,77.02179,LED,1,72,122,72,72,,,
59,WZ-122-032B,WEST,28.631236,77.021786,LED,1,72,122,72,72,,,
60,WZ-122-032B,WEST,28.631283,77.021778,LED,1,72,122,72,72,,,
61,WZ-122-032B,WEST,28.631451,77.021789,LED,1,72,122,72,72,,,
62,WZ-122-032B,WEST,28.631517,77.021787,LED,1,72,122,72,72,,,
63,WZ-122-032B,WEST,28.631596,77.021799,LED,1,72,122,72,72,,,
64,WZ-122-032B,WEST,28.631624,77.021821,LED,1,72,122,72,72,,,
65,WZ-122-032B,WEST,28.631205,77.021248,LED,1,72,122,72,72,,,
66,WZ-122-032B,WEST,28.631202,77.021158,LED,1,72,122,72,72,,,
67,WZ-122-032B,WEST,28.631199,77.021051,LED,1,72,122,72,72,,,
68,WZ-122-032B,WEST,28.631198,77.020942,LED,1,72,122,72,72,,,
69,WZ-122-032B,WEST,28.631734,77.020417,LED,1,72,122,72,72,,,
70,WZ-122-032B,WEST,28.63188,77.020431,LED,1,72,122,72,72,,,
71,WZ-122-032B,WEST,28.632102,77.020453,LED,1,72,122,72,72,,,
72,WZ-122-032B,WEST,28.632198,77.020463,LED,1,72,122,72,72,,,
73,WZ-122-032B,WEST,28.63237,77.020454,LED,1,72,122,72,72,,,
1,WZ-122-002,WEST ,28.635897,77.043943,LED,1,72,122,72,72,,,
2,WZ-122-002,WEST ,28.635903,77.043943,LED,1,72,122,72,72,,,
3,WZ-122-002,WEST ,28.635995,77.043672,LED,1,72,122,72,72,,,
4,WZ-122-002,WEST ,28.636202,77.043674,LED,1,72,122,72,72,,,
5,WZ-122-002,WEST ,28.636466,77.043645,LED,1,72,122,72,72,,,
6,WZ-122-002,WEST ,28.635968,77.043461,LED,1,72,122,72,72,,,
7,WZ-122-002,WEST ,28.636118,77.043463,LED,2,72X2,122,72,144,,,
8,WZ-122-002,WEST ,28.636356,77.043382,LED,1,72,122,72,72,,,
9,WZ-122-002,WEST ,28.636411,77.043271,LED,2,72X2,122,72,144,,,
10,WZ-122-002,WEST ,28.636258,77.04328,LED,1,72,122,72,72,,,
11,WZ-122-002,WEST ,28.636009,77.043285,LED,1,72,122,72,72,,,
12,WZ-122-002,WEST ,28.636078,77.043096,LED,1,72,122,72,72,,,
13,WZ-122-002,WEST ,28.636048,77.042844,LED,1,72,122,72,72,,,
14,WZ-122-002,WEST ,28.635999,77.042498,LED,1,72,122,72,72,,,
15,WZ-122-002,WEST ,28.635999,77.042207,LED,1,72,122,72,72,,,
16,WZ-122-002,WEST ,28.635741,77.042263,LED,1,72,122,72,72,,,
18,WZ-122-002,WEST ,28.635654,77.042589,LED,1,72,122,72,72,,,
19,WZ-122-002,WEST ,28.635612,77.042886,LED,1,72,122,72,72,,,
20,WZ-122-002,WEST ,28.635608,77.043114,LED,1,72,122,72,72,,,
21,WZ-122-002,WEST ,28.635811,77.042544,LED,1,40,122,40,40,,,
22,WZ-122-002,WEST ,28.635801,77.042817,LED,2,72X2,122,72,144,,,
23,WZ-122-002,WEST ,28.635821,77.043131,LED,1,72,122,72,72,,,
24,WZ-122-002,WEST ,28.635736,77.043431,LED,1,72,122,72,72,,,
25,WZ-122-002,WEST ,28.635758,77.04363,LED,1,72,122,72,72,,,
26,WZ-122-002,WEST ,28.635572,77.043444,LED,1,70,122,70,70,,,
29,WZ-122-002,WEST ,28.63578,77.043894,LED,1,70,122,70,70,,,
30,WZ-122-002,WEST ,28.635449,77.043993,LED,1,70,122,70,70,,,
31,WZ-122-002,WEST ,28.635403,77.043795,LED,1,70,122,70,70,,,
35,WZ-122-002,WEST ,28.635391,77.042662,LED,1,70,122,70,70,,,
36,WZ-122-002,WEST ,28.635451,77.042444,LED,1,70,122,70,70,,,
37,WZ-122-002,WEST ,28.635453,77.042294,LED,1,70,122,70,70,,,
38,WZ-122-002,WEST ,28.635263,77.042175,LED,1,72,122,72,72,,,
40,WZ-122-002,WEST ,28.635233,77.042649,LED,1,72,122,72,72,,,
42,WZ-122-002,WEST ,28.635211,77.043102,LED,1,70,122,70,70,,,
43,WZ-122-002,WEST ,28.634999,77.043115,LED,1,70,122,70,70,,,
44,WZ-122-002,WEST ,28.635203,77.043338,LED,1,70,122,70,70,,,
46,WZ-122-002,WEST ,28.63496,77.043661,LED,1,72,122,72,72,,,
47,WZ-122-002,WEST ,28.634997,77.043958,LED,1,72,122,72,72,,,
48,WZ-122-002,WEST ,28.634446,77.043982,LED,1,70,122,70,70,,,
49,WZ-122-002,WEST ,28.634558,77.043989,LED,1,72,122,72,72,,,
50,WZ-122-002,WEST ,28.634772,77.043997,LED,1,72,122,72,72,,,
1,WZ-122-008,WEST,28.643675,77.034336,LED,2,72X2,122,72,144,,,
2,WZ-122-008,WEST,28.643674,77.034319,LED,1,72,122,72,72,,,
3,WZ-122-008,WEST,28.643711,77.034514,LED,1,72,122,72,72,,,
4,WZ-122-008,WEST,28.64368,77.034798,LED,1,72,122,72,72,,,
5,WZ-122-008,WEST,28.643665,77.034917,LED,1,72,122,72,72,,,
6,WZ-122-008,WEST,28.643574,77.034951,LED,1,72,122,72,72,,,
7,WZ-122-008,WEST,28.643675,77.03507,LED,1,72,122,72,72,,,
8,WZ-122-008,WEST,28.643663,77.035296,LED,1,72,122,72,72,,,
9,WZ-122-008,WEST,28.643662,77.035377,LED,1,72,122,72,72,,,
10,WZ-122-008,WEST,28.643654,77.035621,LED,1,72,122,72,72,,,
11,WZ-122-008,WEST,28.643823,77.035423,LED,1,72,122,72,72,,,
12,WZ-122-008,WEST,28.643908,77.035192,LED,1,72,122,72,72,,,
13,WZ-122-008,WEST,28.643917,77.034907,LED,1,72,122,72,72,,,
14,WZ-122-008,WEST,28.643922,77.034675,LED,1,72,122,72,72,,,
15,WZ-122-008,WEST,28.643939,77.034397,LED,1,72,122,72,72,,,
16,WZ-122-008,WEST,28.644004,77.034321,LED,1,72,122,72,72,,,
17,WZ-122-008,WEST,28.644138,77.03433,LED,1,72,122,72,72,,,
18,WZ-122-008,WEST,28.644112,77.03461,LED,1,72,122,72,72,,,
