SR. NO.,CCMS NO,Zone,Ward No.,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Wattage,Connected Load,,,
61,SZ-171-016,SOUTH,171,28.531583,77.151667,LED,1,20,20,20,,,
62,SZ-171-016,SOUTH,171,28.531528,77.151525,LED,1,20,20,20,,,
63,SZ-171-016,SOUTH,171,28.531562,77.151382,LED,1,20,20,20,,,
64,SZ-171-016,SOUTH,171,28.531555,77.15125,LED,1,20,20,20,,,
65,SZ-171-016,SOUTH,171,28.531559,77.151198,LED,1,20,20,20,,,
66,SZ-171-016,SOUTH,171,28.531608,77.151132,LED,1,20,20,20,,,
67,SZ-171-016,SOUTH,171,28.531591,77.151104,LED,1,70,70,70,,,
68,SZ-171-016,SOUTH,171,28.531459,77.151085,LED,1,70,70,70,,,
69,SZ-171-016,SOUTH,171,28.531374,77.150962,LED,1,70,70,70,,,
70,SZ-171-016,SOUTH,171,28.531305,77.15076,LED,1,70,70,70,,,
71,SZ-171-016,SOUTH,171,28.531348,77.15061,LED,2,70X2,70,140,,,
72,SZ-171-016,SOUTH,171,28.531425,77.150554,LED,1,70,70,70,,,
73,SZ-171-016,SOUTH,171,28.531481,77.150558,LED,1,70,70,70,,,
74,SZ-171-016,SOUTH,171,28.531673,77.150502,LED,1,70,70,70,,,
75,SZ-171-016,SOUTH,171,28.53175,77.150575,LED,1,70,70,70,,,
76,SZ-171-016,SOUTH,171,28.53187,77.150712,LED,1,35,35,35,,,
77,SZ-171-016,SOUTH,171,28.531925,77.150902,LED,1,35,35,35,,,
78,SZ-171-016,SOUTH,171,28.53172,77.151134,LED,1,72,72,72,,,
79,SZ-171-016,SOUTH,171,28.531736,77.151314,LED,1,35,35,35,,,
80,SZ-171-016,SOUTH,171,28.532054,77.151526,LED,1,35,35,35,,,
1,SZ-171-017,SOUTH,171,28.531549,77.153669,LED,1,35,35,35,,,
2,SZ-171-017,SOUTH,171,28.53155,77.153673,LED,1,35,35,35,,,
3,SZ-171-017,SOUTH,171,28.531385,77.153689,LED,1,35,35,35,,,
4,SZ-171-017,SOUTH,171,28.531468,77.153854,LED,1,35,35,35,,,
5,SZ-171-017,SOUTH,171,28.531492,77.15397,LED,1,35,35,35,,,
6,SZ-171-017,SOUTH,171,28.53167,77.153778,LED,1,35,35,35,,,
7,SZ-171-017,SOUTH,171,28.531728,77.153779,LED,1,35,35,35,,,
8,SZ-171-017,SOUTH,171,28.531724,77.153825,LED,1,35,35,35,,,
9,SZ-171-017,SOUTH,171,28.531639,77.154042,LED,1,35,35,35,,,
10,SZ-171-017,SOUTH,171,28.531409,77.154197,LED,1,35,35,35,,,
11,SZ-171-017,SOUTH,171,28.531533,77.154397,LED,1,72,72,72,,,
12,SZ-171-017,SOUTH,171,28.531533,77.154564,LED,1,72,72,72,,,
13,SZ-171-017,SOUTH,171,28.531595,77.154617,LED,1,72,72,72,,,
14,SZ-171-017,SOUTH,171,28.531748,77.154505,LED,1,72,72,72,,,
15,SZ-171-017,SOUTH,171,28.531751,77.154423,LED,1,72,72,72,,,
16,SZ-171-017,SOUTH,171,28.531814,77.154311,LED,1,70,70,70,,,
17,SZ-171-017,SOUTH,171,28.531901,77.154118,LED,2,80X2,80,160,,,
18,SZ-171-017,SOUTH,171,28.531984,77.153953,LED,1,80,80,80,,,
19,SZ-171-017,SOUTH,171,28.532089,77.153919,LED,1,80,80,80,,,
20,SZ-171-017,SOUTH,171,28.532153,77.153744,LED,1,80,80,80,,,
21,SZ-171-017,SOUTH,171,28.532185,77.153572,LED,1,80,80,80,,,
22,SZ-171-017,SOUTH,171,28.532228,77.153537,LED,1,80,80,80,,,
23,SZ-171-017,SOUTH,171,28.532271,77.153594,LED,1,80,80,80,,,
24,SZ-171-017,SOUTH,171,28.532361,77.153708,LED,1,80,80,80,,,
25,SZ-171-017,SOUTH,171,28.532321,77.15388,LED,1,70,70,70,,,
26,SZ-171-017,SOUTH,171,28.53221,77.15401,LED,1,70,70,70,,,
27,SZ-171-017,SOUTH,171,28.532173,77.15411,LED,1,70,70,70,,,
28,SZ-171-017,SOUTH,171,28.532136,77.154214,LED,1,70,70,70,,,
29,SZ-171-017,SOUTH,171,28.532049,77.154347,LED,1,70,70,70,,,
30,SZ-171-017,SOUTH,171,28.532032,77.154441,LED,1,70,70,70,,,
31,SZ-171-017,SOUTH,171,28.532143,77.154324,LED,1,70,70,70,,,
32,SZ-171-017,SOUTH,171,28.532332,77.154231,LED,1,70,70,70,,,
33,SZ-171-017,SOUTH,171,28.532433,77.154276,LED,1,70,70,70,,,
34,SZ-171-017,SOUTH,171,28.532328,77.154323,LED,1,70,70,70,,,
35,SZ-171-017,SOUTH,171,28.532165,77.154464,LED,1,70,70,70,,,
36,SZ-171-017,SOUTH,171,28.532014,77.154592,LED,1,70,70,70,,,
37,SZ-171-017,SOUTH,171,28.531903,77.154732,LED,1,70,70,70,,,
38,SZ-171-017,SOUTH,171,28.531798,77.154888,LED,1,70,70,70,,,
39,SZ-171-017,SOUTH,171,28.531695,77.155068,LED,1,70,70,70,,,
40,SZ-171-017,SOUTH,171,28.531622,77.155213,LED,1,70,70,70,,,
41,SZ-171-017,SOUTH,171,28.531493,77.155182,LED,1,70,70,70,,,
42,SZ-171-017,SOUTH,171,28.531373,77.155105,LED,1,35,35,35,,,
43,SZ-171-017,SOUTH,171,28.531204,77.155001,LED,1,35,35,35,,,
44,SZ-171-017,SOUTH,171,28.531139,77.154828,LED,1,35,35,35,,,
45,SZ-171-017,SOUTH,171,28.531247,77.154562,LED,1,35,35,35,,,
46,SZ-171-017,SOUTH,171,28.531312,77.154374,LED,1,70,70,70,,,
47,SZ-171-017,SOUTH,171,28.531471,77.153992,LED,1,70,70,70,,,
48,SZ-171-017,SOUTH,171,28.531422,77.153998,LED,1,35,35,35,,,
49,SZ-171-017,SOUTH,171,28.531256,77.153952,LED,1,72,72,72,,,
50,SZ-171-017,SOUTH,171,28.5312,77.153845,LED,1,72,72,72,,,
51,SZ-171-017,SOUTH,171,28.53127,77.153756,LED,1,72,72,72,,,
52,SZ-171-017,SOUTH,171,28.531368,77.153651,LED,1,72,72,72,,,
53,SZ-171-017,SOUTH,171,28.531453,77.153585,LED,1,72,72,72,,,
1,SZ-171-010,SOUTH,171,28.533981,77.146791,LED,1,35,35,35,,,
2,SZ-171-010,SOUTH,171,28.533967,77.146821,LED,1,35,35,35,,,
3,SZ-171-010,SOUTH,171,28.534551,77.14766,LED,1,35,35,35,,,
4,SZ-171-010,SOUTH,171,28.534379,77.147854,LED,1,35,35,35,,,
5,SZ-171-010,SOUTH,171,28.533988,77.147408,LED,1,35,35,35,,,
6,SZ-171-010,SOUTH,171,28.533959,77.147394,LED,1,70,70,70,,,
7,SZ-171-010,SOUTH,171,28.533814,77.14726,LED,1,35,35,35,,,
8,SZ-171-010,SOUTH,171,28.533877,77.147134,LED,1,18,18,18,,,
9,SZ-171-010,SOUTH,171,28.533921,77.146935,LED,1,70,70,70,,,
10,SZ-171-010,SOUTH,171,28.533752,77.146813,LED,1,70,70,70,,,
11,SZ-171-010,SOUTH,171,28.53383,77.146685,LED,1,70,70,70,,,
12,SZ-171-010,SOUTH,171,28.533869,77.146639,LED,1,70,70,70,,,
13,SZ-171-010,SOUTH,171,28.533639,77.146954,LED,1,70,70,70,,,
14,SZ-171-010,SOUTH,171,28.533499,77.14721,LED,1,70,70,70,,,
15,SZ-171-010,SOUTH,171,28.533383,77.147398,LED,1,70,70,70,,,
16,SZ-171-010,SOUTH,171,28.533689,77.147357,LED,1,70,70,70,,,
17,SZ-171-010,SOUTH,171,28.533687,77.14713,LED,1,70,70,70,,,
18,SZ-171-010,SOUTH,171,28.533454,77.147062,LED,1,70,70,70,,,
19,SZ-171-010,SOUTH,171,28.533483,77.14704,LED,1,70,70,70,,,
20,SZ-171-010,SOUTH,171,28.533484,77.147044,LED,1,70,70,70,,,
21,SZ-171-010,SOUTH,171,28.533576,77.146843,LED,1,70,70,70,,,
22,SZ-171-010,SOUTH,171,28.533559,77.146662,LED,1,70,70,70,,,
23,SZ-171-010,SOUTH,171,28.53352,77.146376,LED,1,70,70,70,,,
24,SZ-171-010,SOUTH,171,28.533522,77.146379,LED,1,70,70,70,,,
25,SZ-171-010,SOUTH,171,28.53333,77.146207,LED,1,70,70,70,,,
26,SZ-171-010,SOUTH,171,28.533232,77.146173,LED,1,70,70,70,,,
27,SZ-171-010,SOUTH,171,28.533015,77.14601,LED,1,70,70,70,,,
28,SZ-171-010,SOUTH,171,28.532993,77.145988,LED,1,70,70,70,,,
29,SZ-171-010,SOUTH,171,28.532949,77.146131,LED,1,35,35,35,,,
30,SZ-171-010,SOUTH,171,28.532942,77.146151,LED,1,70,70,70,,,
31,SZ-171-010,SOUTH,171,28.532711,77.14664,LED,1,70,70,70,,,
32,SZ-171-010,SOUTH,171,28.532482,77.146787,LED,1,70,70,70,,,
33,SZ-171-010,SOUTH,171,28.532455,77.146996,LED,1,70,70,70,,,
34,SZ-171-010,SOUTH,171,28.532606,77.146966,LED,1,70,70,70,,,
35,SZ-171-010,SOUTH,171,28.532608,77.146967,LED,1,70,70,70,,,
36,SZ-171-010,SOUTH,171,28.532335,77.147285,LED,1,70,70,70,,,
37,SZ-171-010,SOUTH,171,28.532249,77.147543,LED,1,70,70,70,,,
38,SZ-171-010,SOUTH,171,28.532269,77.146667,LED,1,70,70,70,,,
39,SZ-171-010,SOUTH,171,28.532278,77.146654,LED,1,70,70,70,,,
40,SZ-171-010,SOUTH,171,28.532828,77.14666,LED,1,70,70,70,,,
41,SZ-171-010,SOUTH,171,28.533227,77.146324,LED,1,70,70,70,,,
42,SZ-171-010,SOUTH,171,28.533679,77.146517,LED,1,70,70,70,,,
43,SZ-171-010,SOUTH,171,28.533684,77.146505,LED,1,70,70,70,,,
44,SZ-171-010,SOUTH,171,28.533536,77.148302,LED,1,70,70,70,,,
45,SZ-171-010,SOUTH,171,28.533538,77.148304,LED,1,70,70,70,,,
46,SZ-171-010,SOUTH,171,28.533356,77.148127,LED,1,70,70,70,,,
47,SZ-171-010,SOUTH,171,28.533305,77.148076,LED,1,70,70,70,,,
48,SZ-171-010,SOUTH,171,28.53333,77.148278,LED,1,70,70,70,,,
49,SZ-171-010,SOUTH,171,28.533516,77.148536,LED,1,70,70,70,,,
50,SZ-171-010,SOUTH,171,28.533514,77.148538,LED,1,70,70,70,,,
51,SZ-171-010,SOUTH,171,28.533402,77.148776,LED,1,70,70,70,,,
52,SZ-171-010,SOUTH,171,28.53327,77.148901,LED,1,70,70,70,,,
53,SZ-171-010,SOUTH,171,28.533204,77.148898,LED,1,70,70,70,,,
54,SZ-171-010,SOUTH,171,28.533233,77.148802,LED,1,70,70,70,,,
55,SZ-171-010,SOUTH,171,28.533343,77.148766,LED,1,70,70,70,,,
56,SZ-171-010,SOUTH,171,28.53367,77.148456,LED,1,70,70,70,,,
57,SZ-171-010,SOUTH,171,28.533758,77.148466,LED,1,70,70,70,,,
58,SZ-171-010,SOUTH,171,28.533683,77.148588,LED,1,70,70,70,,,
59,SZ-171-010,SOUTH,171,28.533833,77.14868,LED,1,70,70,70,,,
60,SZ-171-010,SOUTH,171,28.533724,77.148729,LED,1,70,70,70,,,
61,SZ-171-010,SOUTH,171,28.533722,77.14874,LED,1,70,70,70,,,
62,SZ-171-010,SOUTH,171,28.533505,77.149075,LED,1,70,70,70,,,
63,SZ-171-010,SOUTH,171,28.53342,77.149163,LED,1,70,70,70,,,
64,SZ-171-010,SOUTH,171,28.533309,77.149298,LED,1,70,70,70,,,
65,SZ-171-010,SOUTH,171,28.533264,77.149338,LED,1,70,70,70,,,
66,SZ-171-010,SOUTH,171,28.533318,77.149318,LED,1,70,70,70,,,
67,SZ-171-010,SOUTH,171,28.533969,77.148325,LED,1,70,70,70,,,
68,SZ-171-010,SOUTH,171,28.533917,77.148296,LED,1,70,70,70,,,
69,SZ-171-010,SOUTH,171,28.533901,77.148285,LED,1,70,70,70,,,
70,SZ-171-010,SOUTH,171,28.533884,77.148288,LED,1,70,70,70,,,
71,SZ-171-010,SOUTH,171,28.533909,77.148368,LED,1,70,70,70,,,
72,SZ-171-010,SOUTH,171,28.534096,77.148684,LED,1,140,140,140,,,
73,SZ-171-010,SOUTH,171,28.534268,77.148826,LED,1,70,70,70,,,
74,SZ-171-010,SOUTH,171,28.534356,77.148748,LED,1,70,70,70,,,
75,SZ-171-010,SOUTH,171,28.534385,77.148703,LED,1,70,70,70,,,
76,SZ-171-010,SOUTH,171,28.534487,77.148716,LED,1,70,70,70,,,
77,SZ-171-010,SOUTH,171,28.534518,77.148834,LED,1,70,70,70,,,
78,SZ-171-010,SOUTH,171,28.534659,77.149036,LED,1,70,70,70,,,
79,SZ-171-010,SOUTH,171,28.534644,77.149049,LED,1,70,70,70,,,
1,SZ-171-022,SOUTH,171,28.528897,77.15626,LED,1,70,70,70,,,
2,SZ-171-022,SOUTH,171,28.528896,77.156275,LED,1,70,70,70,,,
3,SZ-171-022,SOUTH,171,28.529004,77.15624,LED,1,70,70,70,,,
4,SZ-171-022,SOUTH,171,28.528978,77.156202,LED,1,70,70,70,,,
5,SZ-171-022,SOUTH,171,28.528918,77.156109,LED,1,70,70,70,,,
6,SZ-171-022,SOUTH,171,28.528923,77.15604,LED,1,70,70,70,,,
7,SZ-171-022,SOUTH,171,28.528956,77.155763,LED,1,70,70,70,,,
8,SZ-171-022,SOUTH,171,28.529058,77.155851,LED,1,70,70,70,,,
9,SZ-171-022,SOUTH,171,28.529605,77.155915,LED,1,70,70,70,,,
10,SZ-171-022,SOUTH,171,28.529519,77.155911,LED,2,70X2,70,140,,,
11,SZ-171-022,SOUTH,171,28.529516,77.155948,LED,1,70,70,70,,,
12,SZ-171-022,SOUTH,171,28.529473,77.156164,LED,2,"70X1,72X1",72,144,,,
13,SZ-171-022,SOUTH,171,28.529664,77.156536,LED,1,70,70,70,,,
14,SZ-171-022,SOUTH,171,28.529735,77.156519,LED,1,70,70,70,,,
15,SZ-171-022,SOUTH,171,28.529895,77.156214,LED,1,70,70,70,,,
16,SZ-171-022,SOUTH,171,28.529897,77.156245,LED,1,70,70,70,,,
17,SZ-171-022,SOUTH,171,28.529903,77.156297,LED,1,35,35,35,,,
18,SZ-171-022,SOUTH,171,28.52955,77.15683,LED,1,70,70,70,,,
19,SZ-171-022,SOUTH,171,28.529511,77.156815,LED,1,70,70,70,,,
20,SZ-171-022,SOUTH,171,28.529319,77.156759,LED,1,70,70,70,,,
21,SZ-171-022,SOUTH,171,28.529256,77.1568,LED,1,70,70,70,,,
22,SZ-171-022,SOUTH,171,28.529215,77.156752,LED,1,70,70,70,,,
23,SZ-171-022,SOUTH,171,28.529205,77.156702,LED,1,70,70,70,,,
24,SZ-171-022,SOUTH,171,28.52919,77.156717,LED,1,70,70,70,,,
25,SZ-171-022,SOUTH,171,28.529169,77.156769,LED,1,70,70,70,,,
26,SZ-171-022,SOUTH,171,28.529142,77.156817,LED,1,70,70,70,,,
27,SZ-171-022,SOUTH,171,28.529044,77.157069,LED,1,35,35,35,,,
28,SZ-171-022,SOUTH,171,28.52924,77.157348,LED,1,35,35,35,,,
29,SZ-171-022,SOUTH,171,28.52924,77.157353,LED,1,70,70,70,,,
30,SZ-171-022,SOUTH,171,28.529085,77.157504,LED,6,140X6,140,840,,,
31,SZ-171-022,SOUTH,171,28.528944,77.157432,LED,1,70,70,70,,,
32,SZ-171-022,SOUTH,171,28.528855,77.157401,LED,1,70,70,70,,,
33,SZ-171-022,SOUTH,171,28.528668,77.157265,LED,1,35,35,35,,,
34,SZ-171-022,SOUTH,171,28.528623,77.157245,LED,1,35,35,35,,,
35,SZ-171-022,SOUTH,171,28.528717,77.15715,LED,1,70,70,70,,,
36,SZ-171-022,SOUTH,171,28.528708,77.157045,LED,1,70,70,70,,,
37,SZ-171-022,SOUTH,171,28.528739,77.156938,LED,2,70X2,70,140,,,
38,SZ-171-022,SOUTH,171,28.52879,77.156881,LED,1,70,70,70,,,
39,SZ-171-022,SOUTH,171,28.52888,77.156701,LED,1,70,70,70,,,
40,SZ-171-022,SOUTH,171,28.528935,77.1566,LED,1,70,70,70,,,
41,SZ-171-022,SOUTH,171,28.529022,77.156379,LED,1,70,70,70,,,
42,SZ-171-022,SOUTH,171,28.52903,77.156355,LED,4,140X4,140,560,,,
43,SZ-171-022,SOUTH,171,28.529198,77.156027,LED,1,70,70,70,,,
44,SZ-171-022,SOUTH,171,28.529157,77.155788,LED,1,70,70,70,,,
45,SZ-171-022,SOUTH,171,28.529064,77.15563,LED,1,70,70,70,,,
46,SZ-171-022,SOUTH,171,28.529062,77.155621,LED,1,70,70,70,,,
47,SZ-171-022,SOUTH,171,28.529031,77.155725,LED,1,70,70,70,,,
48,SZ-171-022,SOUTH,171,28.529017,77.155837,LED,1,35,35,35,,,
49,SZ-171-022,SOUTH,171,28.528892,77.155802,LED,1,70,70,70,,,
50,SZ-171-022,SOUTH,171,28.528871,77.155805,LED,1,70,70,70,,,
51,SZ-171-022,SOUTH,171,28.528723,77.155936,LED,1,35,35,35,,,
52,SZ-171-022,SOUTH,171,28.528649,77.15604,LED,1,70,70,70,,,
53,SZ-171-022,SOUTH,171,28.528634,77.156182,LED,1,70,70,70,,,
54,SZ-171-022,SOUTH,171,28.528786,77.156318,LED,4,140X4,140,560,,,
55,SZ-171-022,SOUTH,171,28.528656,77.156512,LED,1,70,70,70,,,
56,SZ-171-022,SOUTH,171,28.528484,77.156648,LED,1,35,35,35,,,
57,SZ-171-022,SOUTH,171,28.528465,77.156668,LED,1,18,18,18,,,
58,SZ-171-022,SOUTH,171,28.52847,77.157063,LED,1,35,35,35,,,
59,SZ-171-022,SOUTH,171,28.528314,77.156965,LED,1,35,35,35,,,
60,SZ-171-022,SOUTH,171,28.528233,77.1569,LED,1,70,70,70,,,
61,SZ-171-022,SOUTH,171,28.52822,77.156883,LED,1,70,70,70,,,
62,SZ-171-022,SOUTH,171,28.528214,77.156879,LED,1,70,70,70,,,
63,SZ-171-022,SOUTH,171,28.528062,77.156787,LED,1,70,70,70,,,
64,SZ-171-022,SOUTH,171,28.528056,77.156492,LED,1,70,70,70,,,
65,SZ-171-022,SOUTH,171,28.528057,77.15649,LED,1,70,70,70,,,
66,SZ-171-022,SOUTH,171,28.5281,77.156444,LED,1,35,35,35,,,
67,SZ-171-022,SOUTH,171,28.528215,77.15629,LED,1,70,70,70,,,
68,SZ-171-022,SOUTH,171,28.528246,77.156333,LED,4,140X4,140,560,,,
69,SZ-171-022,SOUTH,171,28.528316,77.156508,LED,1,70,70,70,,,
70,SZ-171-022,SOUTH,171,28.528447,77.156299,LED,1,70,70,70,,,
71,SZ-171-022,SOUTH,171,28.528406,77.156115,LED,1,70,70,70,,,
72,SZ-171-022,SOUTH,171,28.528436,77.155988,LED,1,70,70,70,,,
73,SZ-171-022,SOUTH,171,28.528485,77.155815,LED,1,70,70,70,,,
74,SZ-171-022,SOUTH,171,28.528525,77.155735,LED,1,35,35,35,,,
75,SZ-171-022,SOUTH,171,28.52862,77.155561,LED,1,35,35,35,,,
76,SZ-171-022,SOUTH,171,28.528628,77.155562,LED,1,35,35,35,,,
77,SZ-171-022,SOUTH,171,28.528792,77.155461,LED,1,70,70,70,,,
78,SZ-171-022,SOUTH,171,28.528882,77.15552,LED,1,70,70,70,,,
79,SZ-171-022,SOUTH,171,28.528913,77.155534,LED,1,70,70,70,,,
80,SZ-171-022,SOUTH,171,28.529034,77.155638,LED,1,70,70,70,,,
1,SZ-178-014,SOUTH,178,28.517146,77.2298,LED,1,70,70,70,,,
2,SZ-178-014,SOUTH,178,28.517324,77.22982,LED,1,70,70,70,,,
3,SZ-178-014,SOUTH,178,28.51734,77.229748,LED,1,70,70,70,,,
4,SZ-178-014,SOUTH,178,28.517387,77.229689,LED,1,70,70,70,,,
5,SZ-178-014,SOUTH,178,28.517425,77.229687,LED,1,70,70,70,,,
6,SZ-178-014,SOUTH,178,28.517437,77.229687,LED,1,70,70,70,,,
7,SZ-178-014,SOUTH,178,28.517644,77.229794,LED,1,70,70,70,,,
8,SZ-178-014,SOUTH,178,28.517708,77.229763,LED,1,70,70,70,,,
9,SZ-178-014,SOUTH,178,28.517939,77.229667,LED,1,70,70,70,,,
10,SZ-178-014,SOUTH,178,28.518008,77.22965,LED,1,70,70,70,,,
11,SZ-178-014,SOUTH,178,28.5179,77.229565,LED,1,70,70,70,,,
12,SZ-178-014,SOUTH,178,28.518008,77.229544,LED,1,70,70,70,,,
13,SZ-178-014,SOUTH,178,28.518021,77.229469,LED,1,70,70,70,,,
14,SZ-178-014,SOUTH,178,28.518048,77.22935,LED,1,70,70,70,,,
15,SZ-178-014,SOUTH,178,28.518039,77.229318,LED,1,70,70,70,,,
16,SZ-178-014,SOUTH,178,28.518035,77.229314,LED,1,70,70,70,,,
17,SZ-178-014,SOUTH,178,28.517965,77.229299,LED,1,70,70,70,,,
18,SZ-178-014,SOUTH,178,28.517903,77.229266,LED,1,70,70,70,,,
19,SZ-178-014,SOUTH,178,28.517837,77.229314,LED,1,70,70,70,,,
20,SZ-178-014,SOUTH,178,28.517765,77.229429,LED,1,70,70,70,,,
21,SZ-178-014,SOUTH,178,28.518042,77.229623,LED,1,70,70,70,,,
22,SZ-178-014,SOUTH,178,28.518084,77.229409,LED,1,70,70,70,,,
23,SZ-178-014,SOUTH,178,28.518069,77.229332,LED,1,70,70,70,,,
24,SZ-178-014,SOUTH,178,28.518775,77.229261,LED,1,70,70,70,,,
25,SZ-178-014,SOUTH,178,28.518497,77.229261,LED,1,70,70,70,,,
26,SZ-178-014,SOUTH,178,28.51819,77.229326,LED,1,70,70,70,,,
27,SZ-178-014,SOUTH,178,28.517918,77.229217,LED,1,70,70,70,,,
28,SZ-178-014,SOUTH,178,28.517895,77.22914,LED,1,70,70,70,,,
29,SZ-178-014,SOUTH,178,28.517763,77.228838,LED,1,70,70,70,,,
30,SZ-178-014,SOUTH,178,28.517669,77.228688,LED,1,70,70,70,,,
31,SZ-178-014,SOUTH,178,28.517669,77.228709,LED,1,70,70,70,,,
32,SZ-178-014,SOUTH,178,28.517672,77.228777,LED,1,70,70,70,,,
33,SZ-178-014,SOUTH,178,28.517842,77.229351,LED,1,70,70,70,,,
34,SZ-178-014,SOUTH,178,28.518017,77.2297,LED,1,70,70,70,,,
35,SZ-178-014,SOUTH,178,28.517401,77.229512,LED,1,70,70,70,,,
36,SZ-178-014,SOUTH,178,28.51731,77.229577,LED,1,70,70,70,,,
37,SZ-178-014,SOUTH,178,28.51737,77.229495,LED,1,70,70,70,,,
38,SZ-178-014,SOUTH,178,28.517385,77.22928,LED,1,70,70,70,,,
39,SZ-178-014,SOUTH,178,28.517374,77.229041,LED,1,70,70,70,,,
40,SZ-178-014,SOUTH,178,28.517439,77.228817,LED,1,70,70,70,,,
41,SZ-178-014,SOUTH,178,28.517483,77.228676,LED,1,70,70,70,,,
42,SZ-178-014,SOUTH,178,28.517573,77.228652,LED,1,70,70,70,,,
43,SZ-178-014,SOUTH,178,28.517955,77.228697,LED,1,70,70,70,,,
44,SZ-178-014,SOUTH,178,28.51816,77.228728,LED,1,70,70,70,,,
45,SZ-178-014,SOUTH,178,28.518366,77.228855,LED,1,70,70,70,,,
46,SZ-178-014,SOUTH,178,28.518682,77.22893,LED,1,70,70,70,,,
47,SZ-178-014,SOUTH,178,28.518624,77.229146,LED,1,70,70,70,,,
48,SZ-178-014,SOUTH,178,28.518497,77.229521,LED,2,70x2,70,140,,,
49,SZ-178-014,SOUTH,178,28.518403,77.229734,LED,1,70,70,70,,,
50,SZ-178-014,SOUTH,178,28.518486,77.229791,LED,1,70,70,70,,,
51,SZ-178-014,SOUTH,178,28.518699,77.229881,LED,1,70,70,70,,,
52,SZ-178-014,SOUTH,178,28.518968,77.229878,LED,1,70,70,70,,,
53,SZ-178-014,SOUTH,178,28.51908,77.229911,LED,2,70x2,70,140,,,
54,SZ-178-014,SOUTH,178,28.51922,77.229749,LED,1,70,70,70,,,
55,SZ-178-014,SOUTH,178,28.519128,77.229688,LED,1,70,70,70,,,
56,SZ-178-014,SOUTH,178,28.518977,77.229677,LED,1,70,70,70,,,
57,SZ-178-014,SOUTH,178,28.518912,77.229749,LED,1,35,35,35,,,
58,SZ-178-014,SOUTH,178,28.518897,77.229888,LED,1,35,35,35,,,
59,SZ-178-014,SOUTH,178,28.518943,77.229956,LED,1,35,35,35,,,
60,SZ-178-014,SOUTH,178,28.519058,77.229987,LED,1,35,35,35,,,
61,SZ-178-014,SOUTH,178,28.519186,77.230019,LED,1,35,35,35,,,
62,SZ-178-014,SOUTH,178,28.519188,77.229985,LED,1,35,35,35,,,
63,SZ-178-014,SOUTH,178,28.519259,77.229782,LED,1,35,35,35,,,
64,SZ-178-014,SOUTH,178,28.519416,77.229705,LED,1,35,35,35,,,
65,SZ-178-014,SOUTH,178,28.519434,77.229787,LED,1,35,35,35,,,
66,SZ-178-014,SOUTH,178,28.519453,77.229982,LED,1,35,35,35,,,
67,SZ-178-014,SOUTH,178,28.519238,77.23017,LED,1,35,35,35,,,
68,SZ-178-014,SOUTH,178,28.519196,77.230472,LED,1,35,35,35,,,
69,SZ-178-014,SOUTH,178,28.519046,77.230529,LED,1,35,35,35,,,
70,SZ-178-014,SOUTH,178,28.518818,77.230454,LED,1,70,70,70,,,
71,SZ-178-014,SOUTH,178,28.518675,77.230348,LED,1,70,70,70,,,
72,SZ-178-014,SOUTH,178,28.51835,77.230193,LED,1,70,70,70,,,
73,SZ-178-014,SOUTH,178,28.518174,77.230129,LED,1,70,70,70,,,
74,SZ-178-014,SOUTH,178,28.518168,77.230084,LED,1,70,70,70,,,
75,SZ-178-014,SOUTH,178,28.518187,77.229919,LED,1,70,70,70,,,
76,SZ-178-014,SOUTH,178,28.518229,77.229768,LED,2,70x2,70,140,,,
77,SZ-178-014,SOUTH,178,28.518335,77.229315,LED,1,70,70,70,,,
78,SZ-178-014,SOUTH,178,28.518105,77.229221,LED,1,70,70,70,,,
79,SZ-178-014,SOUTH,178,28.518055,77.22922,LED,1,70,70,70,,,
80,SZ-178-014,SOUTH,178,28.517901,77.22924,LED,1,70,70,70,,,
81,SZ-178-014,SOUTH,178,28.517825,77.228894,LED,1,70,70,70,,,
82,SZ-178-014,SOUTH,178,28.517689,77.228719,LED,1,70,70,70,,,
83,SZ-178-014,SOUTH,178,28.517651,77.228752,LED,1,70,70,70,,,
84,SZ-178-014,SOUTH,178,28.517491,77.228601,LED,1,70,70,70,,,
85,SZ-178-014,SOUTH,178,28.517686,77.228667,LED,1,70,70,70,,,
86,SZ-178-014,SOUTH,178,28.517468,77.228679,LED,1,70,70,70,,,
87,SZ-178-014,SOUTH,178,28.517412,77.229006,LED,1,70,70,70,,,
88,SZ-178-014,SOUTH,178,28.517405,77.229186,LED,2,70x2,70,140,,,
89,SZ-178-014,SOUTH,178,28.517364,77.229514,LED,1,70,70,70,,,
90,SZ-178-014,SOUTH,178,28.517364,77.229726,LED,1,70,70,70,,,
91,SZ-178-014,SOUTH,178,28.517313,77.229874,LED,1,70,70,70,,,
92,SZ-178-014,SOUTH,178,28.51747,77.229905,LED,1,70,70,70,,,
93,SZ-178-014,SOUTH,178,28.51759,77.229969,LED,2,45x2,45,90,,,
94,SZ-178-014,SOUTH,178,28.517736,77.230011,LED,2,45x2,45,90,,,
95,SZ-178-014,SOUTH,178,28.517917,77.230054,LED,2,45x2,45,90,,,
96,SZ-178-014,SOUTH,178,28.518005,77.230044,LED,2,45x2,45,90,,,
97,SZ-178-014,SOUTH,178,28.51796,77.229867,LED,2,45x2,45,90,,,
98,SZ-178-014,SOUTH,178,28.517985,77.230007,LED,1,70,70,70,,,
